Open_time,Open,High,Low,Close,Volume,quote_av,trades,tb_base_av,tb_quote_av,VIX,Bitcoin_TransactionFee,volatility,GoogleTrend,DowJones,EuroStoxx50,Nasdaq,OilWTI,SPX,TradePermin,Dominance,Gold,MCHI,CloseLag
2018.1.3,0.097730112,-0.010723502,0.097748491,0.009385697,15905.66764,236116868.3361901,162787,8994.953566,133587333.24534808,9.15,277.76303276707455,1.5027945451387668,55,0.003974781,0.005641527,0.008367466,0.020871294,0.006398819,112.59791666666666,0.378383961,0.002172173,0.007956069,0.016654049
2018.1.4,0.015623553437712712,-0.001800418,-0.016392933,0.1140797812264754,21329.64957,312781583.79830784,170310,12680.81295,186116793.0115893,9.22,277.76303276707455,1.5027945451387668,54,0.006116918,0.016809691,0.001752169,0.006165828,0.004028661,124.01180555555555,0.378383961,-0.000304206,0.006171082,0.009385697
2018.1.5,0.009387038,0.10094281192284182,0.048998278493236125,0.006450323,23251.49113,369321956.4868375,192969,13346.62229,211829900.67898223,9.22,277.76303276707455,1.5027945451387668,52,0.008803145,0.010857748,0.008286344,-0.009192066,0.0070338,130.42152777777778,0.378383961,0.002015976,0.00713165,0.11406470952720431
2018.1.6,0.11430489383929224,-0.001927663,0.096658219,-0.053882327,18571.45751,309216920.98641044,158242,11007.16406,183417769.0623772,9.52,277.76303276707455,1.378918687340573,49,-0.000508779,0.002444818,0.002918773,0.004720052,0.001662323,88.50625,0.378383961,0.002015976,0.00713165,0.006450323
2018.1.7,0.006450323,-0.00251821,-0.025058069,-0.077243819,12493.12556,206194706.37068352,120269,6779.320508,112151163.1274352,9.52,277.76303276707455,1.3839121922430222,46,-0.000508779,0.002444818,0.002918773,0.004720052,0.001662323,90.05902777777777,0.3557773640324717,0.002015976,0.00713165,-0.053882327
2018.1.8,-0.049850643,-0.045477299,-0.117040871,-0.033721768,26600.60991,396569997.15746266,208642,13756.84439,206049582.13668823,9.52,277.76303276707455,1.3840363630734869,52,-0.000508779,0.002444818,0.002918773,0.004720052,0.001662323,139.0236111111111,0.3557773640324717,0.002125802,0.004956777,-0.077243819
2018.1.9,-0.081159268,-0.050378929,0.093588042,0.035214583,14315.00425,210630187.45766863,156656,6841.233287,100698572.9000214,10.08,277.76303276707455,1.3889685819654372,49,0.004065973,0.001775222,0.00086484,0.019925482,0.001302903,109.78263888888888,0.3557773640324717,-0.00678056,0.000563712,-0.033721768
2018.1.10,-0.033654666,-0.03511871,-0.062789013,-0.111913861,17411.00166,244011366.8,161476,8529.554675,119570139.8064535,9.82,277.76303276707455,1.3354847642669896,51,-0.000656666,-0.003599356,-0.001397346,0.009688691,-0.001112206,128.97986111111112,0.3557773640324717,0.006674294,-0.003943648,0.035214583
2018.1.11,0.037427956391917316,0.000870573,-0.117040871,0.037860739,33554.72375,446587594.6937379,239416,16422.01998,218762237.37910992,9.88,277.76303276707455,1.3898355245317393,56,0.008104338,-0.004041742,0.008137196,0.003618059,0.007033618,151.5048611111111,0.3557773640324717,0.002500474,0.002545263,-0.111913861
2018.1.12,-0.112147904,-0.057379809,0.096491228,0.034205943081555334,16417.16214,222516076.27145907,134452,8117.312075,110040020.2,10.16,277.76303276707455,1.396421299263544,47,0.008933037,0.004831388,0.006833264,0.007836991,0.006749628,104.38958333333332,0.3557773640324717,0.00283436,0.015373709016256454,0.037860739
2018.1.13,0.038613133,0.033325821,0.096492,-0.051724842,12221.50853,173086488.54788405,123639,5574.178408,78958098.95,11.66,277.76303276707455,1.400409388042322,41,-0.000400338,-0.000221447,-0.005146631,-0.000311042,-0.003524463,90.80208333333331,0.3557773640324717,0.00283436,0.015373709016256454,0.034205943081555334
2018.1.14,0.033458303,-0.016495199,-0.082951814,0.004819299,17017.89433,226525305.1293811,152364,8288.382911,110381556.67259862,11.66,277.76303276707455,1.3832368068564669,39,-0.000400338,-0.000221447,-0.005146631,-0.000311042,-0.003524463,97.79791666666668,0.3275028933829477,0.00283436,0.015373709016256454,-0.051724842
2018.1.15,-0.051514426,-0.006242198,0.046032364828310524,-0.112095424,14652.09471,200614554.5,145362,7431.063272,101748315.63707082,11.66,277.76303276707455,1.3407319840364875,40,-0.000400338,-0.000221447,-0.005146631,0.007000622,-0.003524463,94.57986111111111,0.3275028933829477,0.009383479,0.015373709016256454,0.004819299
2018.1.16,0.001633776,-0.04961828,-0.117040871,0.008145872,63401.16918,722150828.1494025,418243,30353.40172,346777069.93374634,11.66,277.76303276707455,1.4895239488763203,72,-0.000400338,0.002824069,-0.005146631,-0.015448787,-0.003524463,209.15395797461733,0.3275028933829477,-0.004032108,-0.008890124,-0.112065198
2018.1.17,-0.112147904,-0.099218877,0.000325401,-0.002440669,72331.79665,744154180.1312059,517293,35412.79814,365047291.4303791,11.91,277.76303276707455,1.4908580755779175,90.28167040774788,0.012514704,-0.002548309,0.010325748,0.003765887,0.009415002,209.15395797461733,0.3275028933829477,0.001349477,0.014996496566124673,0.008145872
2018.1.18,0.006660557,0.016936064,0.11937235209956365,0.046799069875214094,48464.43494,541289614.0584046,393112,23814.38285,266091805.66522688,12.22,277.76303276707455,1.470960812260876,72,-0.003746413,0.002250345,-0.000305551,-0.000312647,-0.001616379,184.9986111111111,0.3275028933829477,-0.002583012,0.001795153,-0.002440669
2018.1.19,-0.001147405,-0.007056256,-0.007218746,0.1140797812264754,34129.37542,382773499.2265792,273271,16871.41636,189259676.89222243,11.27,277.76303276707455,1.479465941879288,49,0.002072042,0.007777051,0.005527649,-0.009069586,0.004385228,119.01527777777778,0.3275028933829477,0.002064255,0.011716043623044348,0.046799069875214094
2018.1.20,0.046987226277372285,0.10094281192284182,0.10158783783783787,-0.099214528,28768.85783,358561107.78097045,251647,14389.19601,179183657.90470728,11.03,277.76303276707455,1.5027945451387668,43,0.005480268,0.004442228,0.009766397,0.001893641,0.008066754,108.88888888888889,0.3275028933829477,0.002064255,0.011716043623044348,0.11406470952720431
2018.1.21,0.11430489383929224,-0.022841438,-0.039207182,-0.066777971,41379.77343,485289230.8188924,360207,20574.76006,241154449.98183495,11.03,277.76303276707455,1.489310374205659,40,0.005480268,0.004442228,0.009766397,0.001893641,0.008066754,117.54583333333332,0.3475053368720698,0.002064255,0.011716043623044348,-0.099214528
2018.1.22,-0.099204675,-0.068239347,-0.097105335,0.0036366,43752.60679,475716514.2,363264,21300.57583,231677479.1,11.03,277.76303276707455,1.5027945451387668,46,0.005480268,0.004442228,0.009766397,0.001893641,0.008066754,131.07916666666668,0.3475053368720698,-0.001760366,0.006948256,-0.066777971
2018.1.23,-0.066777971,-0.044217216,0.000480796,0.051004799,37473.92255,399419413.2329807,355286,18747.79383,199899519.2732997,11.1,277.76303276707455,1.5027945451387668,43,-0.000144576,0.001912541,0.007054507,0.015435501653803696,0.002174396,131.36111111111111,0.3475053368720698,0.00060033,0.014747611,0.0036366
2018.1.24,0.003632883,0.015043424861829857,0.060070671378091856,-0.015393846,27158.58776,299470607.4302002,293429,13087.39309,144335221.62540218,11.47,277.76303276707455,1.5027945451387668,41,0.001576067,-0.007916041,-0.006062767,0.017682643089809158,-0.000560031,97.44513888888888,0.3475053368720698,0.015224238788060562,0.002666627,0.051004799
2018.1.25,0.051005913433847416,0.019322448,0.042877142857142836,-0.007719724,20839.95418,236081364.9736523,221040,10201.38692,115584688.24733494,11.58,220.8544664,1.4187766061174454,39,0.005358424,-0.003587486,-0.000525957,-0.001524158,0.000602635,83.62222222222222,0.3475053368720698,0.000923395,-0.006781849,-0.015393846
2018.1.26,-0.014560404,-0.012807305,-0.058360525,0.036252142,33056.87196,360482470.1737543,314720,15330.78955,167328952.39330244,11.08,209.132216,1.418606927248098,42,0.008484135,0.004754624,0.012765882803771778,0.009616852,0.011841155234656897,110.23055555555555,0.3475053368720698,-0.001328462,0.027178992,-0.007719724
2018.1.27,-0.008556331,0.00060122,0.051550021,0.033848229,18860.76835,212663199.53348225,207478,9208.937963,103935891.79616304,13.84,168.2546936,1.4006414226562989,36,-0.006658599,-0.00119811,-0.005230643,-0.008769277,-0.006731944,76.53958333333334,0.3475053368720698,-0.001328462,0.027178992,0.036252142
2018.1.28,0.037061953287041094,0.050987124463519384,0.052137431,-0.052942142,16887.33952,200211582.9434541,206247,7342.786997,87011013.83,13.84,155.3448557,1.4056270141268037,33,-0.006658599,-0.00119811,-0.005230643,-0.008769277,-0.006731944,65.14375,0.3441824308804427,-0.001328462,0.027178992,0.033848229
2018.1.29,0.033040927,-0.021968311,-0.023531732,-0.090079993,14170.37754,162110154.87880376,169199,6016.496871,68819972.52308752,13.84,145.7511292,1.3367470517082916,33,-0.006658599,-0.00119811,-0.005230643,-0.008769277,-0.006731944,58.31944444444444,0.3441824308804427,-0.006872852,-0.019290967,-0.052942142
2018.1.30,-0.053017058,-0.055665878,-0.111274692,0.004648591,25554.37295,268978329.50861526,259212,11388.09642,119864289.07103088,14.79,160.3009039,1.317789886707839,38,-0.013713961,-0.009961461,-0.008575626,-0.016168395,-0.010898782,107.04652777777778,0.3441824308804427,0.000781337,-0.018607151,-0.090079993
2018.1.31,-0.090675558,-0.078045386,-0.02020202,-0.103118103,18015.95681,181644207.1131626,201422,8782.584442,88609272.64228792,13.54,162.2062363,1.3169268094260878,39,0.00278024,0.000704235,0.001215809,0.003565891,0.00048894,83.02638888888889,0.3441824308804427,0.000111532,0.013136539173160156,0.004648591
2018.2.1,0.005386119,-0.008713918,-0.097836082,-0.03810388,33564.76431,317636345.9843711,316020,15430.00385,146130725.8704748,13.47,214.0275449,1.3044021972568842,50,0.001427184,-0.008849386,-0.003456799,0.016530202,-0.000648061,123.03402777777778,0.3441824308804427,-0.002750827,-0.022724195,-0.103118103
2018.2.2,-0.103118103,-0.099218877,-0.084672706,0.036845362,49971.62698,434236483.7044874,453411,23113.50358,201292749.51509917,17.31,274.3625824,1.3027074295781715,66,-0.025423201,-0.01511454,-0.019619922,-0.005319149,-0.021208513,181.9993055555556,0.3441824308804427,-0.007604279,-0.019149254,-0.03810388
2018.2.3,-0.03810388,0.024109189,0.027338259,-0.110342871,28725.00074,256834729.0599109,327519,14182.83815,127068644.49604894,37.32,146.9277694,1.3126188578459932,41,-0.040997291,-0.012633115,-0.037760239,-0.01986249,-0.040626606,103.4125,0.3441824308804427,-0.007604279,-0.019149254,0.036845362
2018.2.4,0.036845362,-0.011085178,-0.036334913,-0.112095424,32014.30845,274912288.4,356134,13805.29579,118884553.20936234,37.32,111.3166981,1.2527053092685998,38,-0.040997291,-0.012633115,-0.037760239,-0.01986249,-0.040626606,119.98402777777778,0.3450013248578302,-0.007604279,-0.019149254,-0.110342871
2018.2.5,-0.110866786,-0.099218877,-0.117040871,0.10261542163605442,63403.18258,471166218.7134473,533510,29857.35839,222022401.0169236,37.32,173.7675019,1.3275096009162992,63,-0.040997291,-0.012633115,-0.037760239,-0.01986249,-0.040626606,192.48819444444445,0.3450013248578302,0.001840514,-0.029702929,-0.112065198
2018.2.6,-0.112147904,-0.060218543,-0.094338113,-0.006944463,100201.5003,684364276.3666689,785996,49565.02079,339117633.4088549,29.98,164.2699857,1.3981226349234908,79,0.023290307343170724,-0.024103347,0.02129162,-0.011847233,0.017440938639606607,209.15395797461733,0.3450013248578302,-0.00164967,0.020695529729936046,0.10261542163605442
