DateTime,BTC,ETH,USDT,BNB,XRP,기타,Dominance
2019-11-03 00:00:00,168404133535.86658,19973952948.336143,4121694373.109757,3149710491.7359223,12709782770.85004,40985205752.77155,0.6753874544239505
2019-11-10 00:00:00,159913486029.5359,20043607463.724106,4126359729.583571,3096695222.2269106,12084913087.810043,41483993444.44949,0.6642330788986651
2019-11-17 00:00:00,154378476883.92938,19894533905.347424,4143949489.634,3139654183.526845,11428871388.744925,41130543399.38744,0.6594101112090064
2019-11-24 00:00:00,131652688246.59262,16441758710.641829,4120675015.8166,2458829335.5910277,10066313150.567278,34409383455.880646,0.6610741702276292
2019-12-01 00:00:00,137292424881.96635,16589024189.716816,4125053445.227009,2435614337.0321627,9795532827.594316,35407410535.69335,0.6676183942222564
2019-12-08 00:00:00,136963159970.07751,16263057582.439123,4132469027.615073,2442045490.5831213,9767923675.800816,34979378369.29434,0.6695892266191734
2019-12-15 00:00:00,130174367988.91934,15621391724.91725,4129571189.434485,2288336306.4619803,9459749501.863962,33984484881.872986,0.6653161816045148
2019-12-22 00:00:00,130063324017.89062,13959878189.439142,4064870684.9547615,2086151147.3016791,8390781532.977652,31560175369.80614,0.6840930978906729
2019-12-29 00:00:00,132974040924.5798,13986899124.777586,4121189049.7913694,2106708949.1121209,8377459582.658977,32384160663.97016,0.6856082841650251
2020-01-05 00:00:00,133193685026.83426,14554631849.739271,4122387701.164838,2137676728.1373825,8344482161.858785,32831296243.87546,0.682400073979526
2020-01-12 00:00:00,146573979637.7824,15586751983.01936,4625765134.471128,2318406508.1579294,9162614001.21503,36954614668.58415,0.6810358131906954
2020-01-19 00:00:00,162084260867.14856,19383914318.12337,4630786780.923642,2832339757.887952,10543671985.696438,46464972214.11004,0.6590399955495968
2020-01-26 00:00:00,151499054462.59937,17561150873.603664,4648537518.469059,2626065898.8125687,9652710969.21866,43092444546.2567,0.6613369918493882
2020-02-02 00:00:00,169905468850.54752,19870843257.039547,4643514465.135498,2822879989.8530054,10418108082.825571,49786437282.00888,0.659962254708604
2020-02-09 00:00:00,178600740560.77866,24766233466.62229,4635198276.12552,3399046343.145061,12152561976.314137,57312164921.754326,0.6358931846094129
2020-02-16 00:00:00,186466140877.9148,30944524075.508324,4643971674.353954,4101818873.002644,14593453096.927437,65143370723.37283,0.6095790704907615
2020-02-23 00:00:00,175883178085.86798,28812690275.350098,4647378504.324124,3451386866.1631656,11992658685.407974,55478088871.70666,0.6275594127146809
2020-03-01 00:00:00,157583308054.37097,24563061332.930374,4653873081.167779,3028305988.878279,10263960884.170313,46346719428.76228,0.6394408424369131
2020-03-08 00:00:00,166643657606.3585,26916031509.16472,4650115715.643877,3280280795.7056937,10591930599.342531,51899952647.39471,0.6312690912845815
2020-03-15 00:00:00,98704817897.72452,14116923383.089844,4651958355.297344,1662966183.386408,6681870769.878313,28629141096.913567,0.6390825642468455
2020-03-22 00:00:00,113035338131.20004,14579098571.98236,4633283362.369191,1862645930.1569784,6877315476.369355,32632430075.05209,0.651049795579218
2020-03-29 00:00:00,114491590947.12268,14280462624.322405,4652961642.248696,1897033897.606628,7508814850.893947,32657406228.57564,0.6524173428951178
2020-04-05 00:00:00,123208259833.68584,15698243665.150969,6179113487.231051,2138249230.112519,7911781622.888111,34183628706.61152,0.6507961686825772
2020-04-12 00:00:00,124955745053.77596,17376907821.902874,6364789089.00952,2144183834.9314003,8197245849.561191,35721147384.54906,0.6415882770689973
2020-04-19 00:00:00,132615590834.87312,20154858460.90369,6353297906.020181,2553106537.0694737,8559841691.204199,38270880017.74934,0.6360228905355086
2020-04-26 00:00:00,138876996345.9856,21655610613.63031,6374267021.723,2524677333.660816,8609900317.775076,40605041679.90521,0.6351668130683514
2020-05-03 00:00:00,163657729120.07855,23715114946.02066,6366444328.264365,2724201408.230356,9788804950.133802,43586828655.85226,0.6550524468997485
2020-05-10 00:00:00,178122198329.77115,23561250139.215523,6362225521.283166,2659299733.846705,9733699456.48214,44896174460.06132,0.6713109865274841
2020-05-17 00:00:00,173637473051.37463,22395742335.83505,8825038503.258738,2510739154.9446726,8856359770.456354,41972283107.25055,0.6724983070839436
2020-05-24 00:00:00,169207296381.71442,23034957855.180584,8797336246.844706,2580109922.4738526,8822838914.05819,43661147536.298256,0.66069840094289
2020-05-31 00:00:00,176205166373.1657,26204680163.60952,8818396773.642887,2719410629.14004,8981672241.258665,46593860543.33318,0.6537662622455823
2020-06-07 00:00:00,177784678464.56213,27004990003.22969,9212558121.287683,2746599109.687662,9001409857.515888,49119994953.35693,0.6467949553319381
2020-06-14 00:00:00,174345847937.9262,26529758400.97272,9211471992.071102,2590940342.782819,8465690760.956116,47968620517.78103,0.6478552951056008
2020-06-21 00:00:00,170855588729.90988,25455736958.4292,9211490737.779213,2482946725.4804544,8281335052.51232,47299479727.01893,0.6481953294850662
2020-06-28 00:00:00,168522964519.73178,25650266131.74774,9196580304.946194,2440936679.2327256,8074747297.889104,47298954724.322464,0.6452258729050788
2020-07-05 00:00:00,166966990717.6205,25198970051.69957,9176186348.733974,2387714672.7200594,7846571090.668896,48089957775.75697,0.6430057825159319
2020-07-12 00:00:00,169941975052.30472,26809310481.508568,9184244323.94766,2695440350.71096,8867106093.362421,54241884868.60567,0.6253845563248395
2020-07-19 00:00:00,170023621009.5219,26435572589.274418,9245881185.404509,2673172040.182984,8821500341.902008,55987949996.47416,0.6223692456700387
2020-07-26 00:00:00,176542747072.9902,31765548594.533405,10004714891.419584,2823425945.0784683,9275931354.080004,58998014690.12834,0.6100083401243197
2020-08-02 00:00:00,213697828552.5333,39855939106.29245,9987178668.580065,3003103043.924308,11945787017.134254,64481186184.42567,0.623078378311442
2020-08-09 00:00:00,216913139887.29227,43802829993.59544,10014142262.373898,3272211777.4459686,13298111482.394009,68878790167.04842,0.6089999761779227
2020-08-16 00:00:00,218023124335.93463,48555923083.60497,10014226184.447577,3352204275.074648,13335684425.49035,77925372502.6578,0.5873364391312972
2020-08-23 00:00:00,214752636263.5096,44078047387.90002,9999758631.436562,3208230908.0971966,12631723502.20269,77355198789.91393,0.5931973842262719
2020-08-30 00:00:00,212526327805.35696,44937101344.04293,10016339333.904272,3354460065.1110964,12331988240.104755,79654125264.1,0.5857618859047715
2020-09-06 00:00:00,190984304040.3628,40179835423.24727,14149196783.22808,2849600451.852817,11201944979.076803,72277563531.23225,0.5758741282950229
2020-09-13 00:00:00,192348458665.3178,42049756957.01216,14775327464.179974,3993954005.3385434,10957903171.128826,75966742127.9627,0.5655774853045884
2020-09-20 00:00:00,205219613969.683,43445519974.97044,15245825488.837788,3985080434.980727,11380655404.182236,75586121406.8158,0.5783068958589925
2020-09-27 00:00:00,198319628526.072,39734017920.5286,15301991182.825665,3645725754.348936,10858300994.878529,72555447503.8563,0.5825817409496189
2020-10-04 00:00:00,195131855637.0922,39173513535.76992,15602263487.499226,4006499584.5695367,10571899661.000423,70529216363.36871,0.5824566393474622
2020-10-11 00:00:00,210142198826.8279,42280211978.3616,15724001222.66711,4142710069.437948,11626482575.420206,76405362894.97523,0.5832083551655942
2020-10-18 00:00:00,210317224764.74667,41702628240.71158,15819439366.221775,4387551794.723025,10960592727.742847,73073846726.5541,0.5903454414896925
2020-10-25 00:00:00,243113217704.06357,47091616623.1543,16256268938.73125,4436713637.717275,11602759146.73916,74756129536.69447,0.6119801485660764
2020-11-01 00:00:00,255547683260.53296,44061321694.77631,16541979735.172909,4135973116.311264,10923322604.04981,71025143366.69675,0.6353186918759943
2020-11-08 00:00:00,284496531548.69214,51007199240.79429,17139410889.827587,4195231936.5596914,11634751534.730177,73819534727.43611,0.643231410684366
2020-11-15 00:00:00,296839413743.863,52113772446.226944,17833150088.004787,3998159131.4457536,12163856474.156704,76007699066.98285,0.6467708904349139
2020-11-22 00:00:00,345803829925.6017,60232817390.691536,18372968130.963493,4301192385.524065,18718887099.67406,89076951690.86517,0.6445471497921436
2020-11-29 00:00:00,322623713525.2996,60017349131.97579,19058255478.03679,4246726166.363505,27450055510.846203,87809308131.2881,0.6189953300716345
2020-12-06 00:00:00,354502784027.7858,67333431324.48906,19640516160.64165,4265518302.160694,26490124461.62041,93421689535.55238,0.626713050797512
2020-12-13 00:00:00,340790273372.8435,62966981314.27657,19827322838.0194,3997746227.557761,22230637865.04183,88419568431.19093,0.633165508115726
2020-12-20 00:00:00,433739704337.73047,74653114943.28386,20126748098.57271,4879710296.682919,26548123068.735226,102795599193.94482,0.6544613890719108
2020-12-27 00:00:00,471619927652.31696,71693635388.64354,20698296321.556465,4804740015.093793,13694253962.691715,97318696986.01752,0.6937326090428668
2021-01-03 00:00:00,583248236538.0869,87127407281.77148,21227629053.778164,5500454659.437899,10387746052.265656,105607733785.65988,0.7173149736843404
2021-01-10 00:00:00,763383317090.4093,140383815286.24054,23689029215.40128,6194430841.737697,14873616045.293491,140966250296.5177,0.7006792128756418
2021-01-17 00:00:00,692353645551.4663,141699349232.17712,24308475930.16774,6167214880.712706,13034364409.0552,156311768466.94092,0.6696687385961401
2021-01-24 00:00:00,592554593326.862,140108611575.20557,24810647144.00671,6225554059.570408,12304466303.930552,151830998823.7447,0.6386422969199376
2021-01-31 00:00:00,636564689145.8265,156476111949.15628,26366582465.237274,6895997948.510055,15891240331.98679,167027567314.243,0.6307478135006461
2021-02-07 00:00:00,749333834238.9033,193239193416.8371,28277122936.566143,11287150158.938526,19977377277.95009,209750804534.35477,0.6183308667673092
2021-02-14 00:00:00,877192552832.0558,207858240817.4271,31609531148.14509,20265459573.38007,27206473625.860985,290644510586.501,0.6029739900825105
2021-02-21 00:00:00,1056249353868.424,229602259452.36816,34131056366.05605,42923791374.505135,24547167654.39911,342201405365.01764,0.6106705285483534
2021-02-28 00:00:00,878560009907.7349,169039683856.62265,34990510415.441124,34940614995.883484,20268658929.81279,305006524568.2351,0.6089245596980016
2021-03-07 00:00:00,888321773013.3472,177647133688.52792,36465778742.6662,34431282969.64951,20699911436.47821,316565767713.97095,0.6026068122754923
2021-03-14 00:00:00,1117860421121.762,217230817345.80405,38244090919.79828,43103240468.80325,20977311664.92424,372254932251.2782,0.6177147869183529
2021-03-21 00:00:00,1114678581318.4785,214122551891.7344,39529949751.66813,41900779652.05734,22361639732.4622,403887902668.4596,0.6069642623522555
2021-03-28 00:00:00,1022600891293.5272,194175621341.62653,40220756116.63083,40164101954.59547,24901158488.220463,399999116528.9196,0.5938236263684299
2021-04-04 00:00:00,1112934914547.8965,242655630690.76965,42336751447.04608,53136136021.6317,28966597786.181988,481926918487.7742,0.5672575614494303
2021-04-11 00:00:00,1130188584591.35,249903417647.7641,44401412708.808586,73320385486.43646,56691474940.9069,500991600737.2239,0.5498371696525501
2021-04-18 00:00:00,1135744035138.5151,275312405070.7414,47985723734.55899,79646576012.91705,73211919000.9146,606130518275.7429,0.5120505278718215
2021-04-25 00:00:00,919824502738.0256,252786011706.7612,49428292211.82599,75596077421.87427,47534224486.030754,467084338390.45233,0.5075584236209103
2021-05-02 00:00:00,1072110469826.4132,330291938352.9088,51490963469.25007,94638885144.49596,70601034291.58295,584565306101.6788,0.48650503802801254
2021-05-09 00:00:00,1100125934252.567,425432323579.7655,55260393824.37754,98053985823.08688,55843523582.70785,715818069100.6556,0.44893310230533645
2021-05-16 00:00:00,925137216752.782,453286078845.09766,58230974726.179085,90848164194.73898,52070397512.483086,718870537270.8291,0.40250598692526707
2021-05-23 00:00:00,709380460214.8802,275037650340.1684,59485652356.64502,48817306765.318665,41704435882.61686,444382469468.6608,0.44931395802087276
2021-05-30 00:00:00,645418239305.3876,273605696077.22592,61327270333.14986,48174890308.8739,38590715326.30087,431709919378.682,0.4306156449392931
2021-06-06 00:00:00,669469441343.5492,303361878367.3321,62214600030.869125,60399746990.05816,43088233653.969086,477108569881.5824,0.4143673205327191
2021-06-13 00:00:00,670425551196.6682,282814842597.23376,62612210392.972,52719178214.52683,38627513322.23351,418514236762.1356,0.4394177130384213
2021-06-20 00:00:00,679365672780.9825,262698164164.3305,62677125992.1526,52618147134.25555,36906473538.456245,420657336096.2626,0.44844900287905687
2021-06-27 00:00:00,580644395531.5806,205809367492.89783,62563759538.655685,41515401272.75806,27581924220.40118,345660193771.94666,0.45945233630472043
2021-07-04 00:00:00,650421806526.0228,259929479471.55716,62402273285.23771,45587514525.5424,31046273274.46419,386059978167.6458,0.45311436726703386
2021-07-11 00:00:00,634654858929.9778,246448407348.7249,62216305554.148415,48262638525.115456,28815840072.57684,375700535106.7666,0.4545917211754219
2021-07-18 00:00:00,592811120249.4185,219302449325.64508,62023677778.19333,46009483961.19048,26877819486.351635,332068728349.6011,0.46346199289169576
2021-07-25 00:00:00,635987700248.7178,252708594388.50137,61869050522.70799,50905268279.535706,28036298310.18315,334272003813.424,0.466342229661275
2021-08-01 00:00:00,775902256879.4319,285296236037.6398,61816534064.87406,55100813886.51087,34384141660.61851,404378369926.7049,0.47987670544352345
2021-08-08 00:00:00,814139117849.5046,359396103234.4602,62120403212.72301,59166402199.35978,36394630841.53103,463531560931.6613,0.4536230260947785
2021-08-15 00:00:00,880983990562.8964,383036296629.15,63296364146.33573,69024889322.73021,56165359833.82755,539107351708.54016,0.4423466992105496
2021-08-22 00:00:00,923782461932.0573,382810567693.43134,64675772100.61225,76258613380.8375,57524159755.61144,587322853501.5403,0.44149959462767424
2021-08-29 00:00:00,914878813960.637,378893268809.9124,65528328160.794624,81593925251.95927,53281917708.01719,591559988376.8997,0.4386359096707809
2021-09-05 00:00:00,941989436351.55,458931192255.1864,66822146432.77608,84483256270.8628,59129555957.0426,669731201581.3822,0.41295642101673186
2021-09-12 00:00:00,859055444499.0204,390356401116.6581,68318721173.45202,69510111615.19104,51201554403.843376,657442370332.595,0.40987726290450077
2021-09-19 00:00:00,911938972932.5288,409253827315.3207,68238688937.49861,69924459001.72887,50652907131.9635,655359523720.7197,0.42114726610025177
2021-09-26 00:00:00,797048562828.4418,336917872474.7841,68619063444.74049,58394401719.88641,43529266392.10815,579012180033.8792,0.4231693811927715
2021-10-03 00:00:00,903174119365.9248,397183121582.7292,68036363772.35848,72138336856.3697,48601616618.04372,637746263872.2244,0.42464746244472923
