Open_time,Close,Volume,trades,VIX,Bitcoin_TransactionFee,volatility,GoogleTrend,DowJones,EuroStoxx50,Nasdaq,OilWTI,SPX,TradePermin,Dominance,Gold,MCHI,Weekly_return,Monthly_return,Volatility,SMA_10,EMA_10,RSI_14,MACD,MACD_Signal,Bollinger_Upper,Bollinger_Lower,TLTETFclose,gasclose,UScornclose,USsoybeanclose
2018.2.2,0.036845362,49971.62698,453411,17.31,192.33369608770727,1.3027074295781715,66,-0.025423201,-0.01511454,-0.019619922,-0.005319149,-0.021208513,181.9993055555556,0.3441824308804427,-0.007604279,-0.019149254,-0.199834972,-0.405273364,0.068186823,10685.636999999999,10431.642876150945,29.325946698301394,-1072.903152,-920.7021814,13526.109039483692,8882.510961,0.414527027,0.167054501,0.113967022,0.191973415
2018.2.3,-0.109892727,28725.00074,327519,37.32,146.9277694,1.3126188578459932,41,-0.041269195,-0.012633115,-0.037760239,-0.01986249,-0.040892545,103.4125,0.3441824308804427,-0.007604279,-0.019149254,-0.199376904,-0.389094222,0.068705611,10470.634000000002,10207.70053503259,32.49254772553317,-1106.88493,-957.9387311,13217.366618732665,8763.750381267337,0.414527027,0.167054501,0.113967022,0.191973415
2018.2.4,-0.109892727,32014.30845,356134,37.32,111.3166981,1.2527053092685998,38,-0.041269195,-0.012633115,-0.037760239,-0.01986249,-0.040892545,119.98402777777778,0.3450013248578302,-0.007604279,-0.019149254,-0.291955562,-0.517416168,0.065569593,10171.588,9839.902255935755,28.258611642846223,-1201.875384,-1006.726062,12946.72825975932,8498.87674,0.427252252,0.154929577,0.108632396,0.182770961
2018.2.5,0.10261542163605442,63403.18258,533510,37.32,173.7675019,1.3275096009162992,63,-0.041269195,-0.012633115,-0.037760239,-0.01986249,-0.040892545,192.48819444444445,0.3450013248578302,0.001840514,-0.029702929,-0.291955562,-0.593434366,0.069485028,9756.687000000002,9312.645482129254,24.109869741106195,-1361.903399,-1077.761529,13315.272813869384,7734.331186130616,0.418806306,0.156399265,0.117846751,0.199642127
2018.2.6,-0.006944463,100201.5003,785996,29.98,164.2699857,1.3981226349234908,79,0.023290307343170724,-0.024103347,0.02129162,-0.011847233,0.017440938639606607,206.65267336054933,0.3450013248578302,-0.00164967,0.020695529729936046,-0.252538947,-0.526184162,0.073181083,9372.801000000001,9010.735394,30.404847396066756,-1414.95152,-1145.199527,13417.628766048225,7298.310233951777,0.405968468,0.149418249,0.121241513,0.196319018
2018.2.7,0.024347941,60778.4605,514893,27.73,123.521091,1.3845233110700292,51,-0.00077952,0.017555641959162482,-0.008979915,-0.025240574,-0.005001595,160.15416666666667,0.3450013248578302,-0.005069851,-0.038439821,-0.261164208,-0.490086925,0.072469262,8944.706000000002,8754.056231838591,30.203520767800747,-1444.627723,-1205.085167,13471.310172612757,6908.331827387244,0.404504505,0.148805879,0.122211445,0.201175869
2018.2.8,0.11234374151180428,1521.537318,12417,33.46,87.98500449,1.3918328556185082,44,-0.041269195,-0.022353323,-0.038970615,-0.010357663,-0.037536451,119.26527777777778,0.3450013248578302,-0.006945231,-0.042465983,-0.156159887,-0.459443056,0.072851861,8598.008,8577.686007867938,31.894439645399974,-1436.655886,-1251.39931,13395.782934092977,6614.763065907022,0.396058559,0.13496632,0.114936954,0.196319018
2018.2.9,-0.017266396,20482.91083,273091,29.06,88.36425123,1.4493877099964325,35,0.013848852872073714,-0.015192609,0.014361472947370224,-0.031888798,0.014936071290197583,106.95625,0.3450013248578302,-0.001026265,0.006728904,-0.0213129,-0.417463771,0.07586442,8442.649,8597.001279164677,39.56360445,-1342.251102,-1269.569669,12968.15519787391,6630.788802,0.396058559,0.13496632,0.114936954,0.196319018
2018.2.10,-0.055085669,49381.51265,537578,25.61,88.79565618,1.4144359287677088,34,0.016963816972497936,0.012705991298831432,0.015633159696210264,0.00152027,0.013914603653299107,116.89375,0.3450013248578302,-0.001026265,0.006728904,-0.072389445,-0.355380179,0.07403496,8267.537,8585.542864771098,38.780027675787586,-1264.951958,-1268.646127,12756.558553792633,6542.783446207364,0.396058559,0.13496632,0.114936954,0.196319018
2018.2.11,0.10405908818087561,45025.18795,524626,25.61,61.96458348,1.4105397974993503,29,0.016963816972497936,0.012705991298831432,0.015633159696210264,0.00152027,0.013914603653299107,92.64513889,0.3395434537024443,-0.001026265,0.006728904,-0.014774931,-0.413109597,0.073831027,8151.473,8490.695071176353,36.34928492,-1227.475397,-1260.411981,12652.709188085888,6377.015811914111,0.401914414,0.131047152,0.124636275,0.215490798
2018.2.12,-0.040784005,41987.85049,477660,25.61,69.96971094,1.4493877099964325,31,0.016963816972497936,0.012705991298831432,0.015633159696210264,0.00152027,0.013914603653299107,86.28888888888889,0.3395434537024443,0.006240012,0.017621084,0.28285487443065493,-0.373469388,0.07586442,8154.470000000001,8565.659603689743,43.19383438151463,-1117.186749,-1231.766934,12508.70908,6331.397922,0.407882883,0.136191059,0.124151309,0.225715746
2018.2.13,0.1065691635733439,35454.97296,401893,24.97,68.57325292,1.4493877099964325,29,0.001592601,-0.008111037,0.004518788,-0.001686625,0.002612952,78.66666666666667,0.3395434537024443,0.002306587,0.010449380816521359,0.11601460506472683,-0.366240717,0.07586442,8088.464,8560.976039382516,41.13265774,-1047.012033,-1194.815954,12252.026367548027,6307.071632451971,0.393018018,0.135333742,0.125121242,0.231339468
2018.2.14,0.058211702,40811.95287,514897,19.26,63.75846926,1.4493877099964325,29,0.010269292971516464,0.008650286,0.018551338773310277,0.023821591485048144,0.013402479965752168,89.00347222222223,0.3395434537024443,0.008224243,0.031466951,0.24358336623239896,-0.302065077,0.07586442,8214.982,8722.614941312968,47.84990498,-907.5003088,-1137.352825,12031.21106069996,6355.358939300041,0.397522523,0.134476424,0.126091174,0.238496933
2018.2.15,0.015988856,52427.59672,608349,19.13,64.08005499,1.374293119,32,0.012327721022644678,0.005875667,0.015791713445004074,0.012211221122112148,0.012069087,111.62708333333332,0.3395434537024443,0.012123479887745647,0.025064451446576985,0.28469479780370555,-0.08256055,0.07193379,8520.992,8954.883133801519,51.45566985289315,-743.9717468,-1058.676609,11863.138666116709,6414.540333883291,0.40472973,0.131781996,0.125606208,0.235685072
2018.2.16,0.086572021,38161.20597,405310,19.46,58.25713445,1.375174758670287,27,0.000754354,0.010965798626988876,-0.002337237,0.005542876,0.000373462,58.20555555555556,0.3395434537024443,-0.00025879,-0.004610898,0.16997623193212275,-0.075423227,0.071979937,8771.776,9173.991654928515,52.484032322250606,-594.6180101,-965.8648895,11613.530071269524,6531.046928730476,0.40472973,0.131781996,0.125606208,0.235685072
2018.2.17,-0.059433582,41882.10841,413585,20.6,48.63875388,1.407911926681577,27,-0.0100966,-0.00554745,-0.000712759,0.000648508,-0.005841404,95.17152777777778,0.3395434537024443,-0.00025879,-0.004610898,0.29359923505796814,0.007077195,0.073693478,9115.831,9513.184081305148,57.78232350432623,-400.6615725,-852.8242261,11397.89700658428,6662.639993415721,0.40472973,0.134721372,0.125121242,0.235429448
2018.2.18,0.074115201,61137.38073,537534,20.6,44.58328081,1.414953968166692,27,-0.0100966,-0.00554745,-0.000712759,0.000648508,-0.005841404,126.00277777777778,0.3610200481886957,-0.00025879,-0.004610898,0.28764688958665063,-0.095124349,0.074062076,9375.772,9671.410611976939,53.03191352,-296.4755137,-741.5544836,11210.621870641162,6763.158129358837,0.40472973,0.137660747,0.125121242,0.235429448
2018.2.19,0.004302878,40831.41713,366882,20.6,50.9081119,1.3791416297781316,27,-0.0100966,-0.00554745,-0.000712759,0.010693454309786299,-0.005841404,87.96805555555555,0.3610200481886957,-0.004067746,-0.004610898,0.25272380096596647,-0.128667791,0.072187572,9622.679999999998,9940.790500708405,57.45046985830956,-150.0794219,-623.2594713,11397.972863343814,6667.356136656187,0.398873874,0.138885487,0.121726479,0.240797546
2018.2.20,-0.068153797,48153.35429,432197,20.6,52.23072575,1.3338561980731216,29,-0.0100966,0.008008123,-0.000712759,-0.007694774,-0.005841404,79.66875,0.3610200481886957,-0.005012624,-0.00856262,0.30825428304863317,-0.028535126,0.069817224,9889.381,10169.917682397785,57.71760095961062,-29.84306022,-504.5761891,11577.547062001391,6579.370937998607,0.382545045,0.144151868,0.122211445,0.248721881
2018.2.21,-0.060029125,68113.81875,542340,20.02,40.68256761,1.3347498701064784,29,-0.00668823,-0.001432281,-0.002222741,-0.00355412,-0.005496528,130.24375,0.3610200481886957,-0.006978393,0.009202917,0.10450910530064061,-0.029967333,0.069864001,10126.753,10218.587194689097,52.112866418813596,3.8021012978206272,-402.900531,11710.95230539256,6567.273694607438,0.386486486,0.141090018,0.124151309,0.246421268
2018.2.22,0.032616318,67060.16648,506273,18.72,37.60222865,1.3517558428679053,26,0.006641724,0.000533503,-0.0011277,0.017671854734111703,0.000973594,113.06180555555557,0.3610200481886957,-0.001615934,-0.001683432,-0.01890483,-0.091501392,0.070754135,10217.557,10144.487704745625,47.993502992750514,-19.86305251,-326.2930353,11771.596618718297,6600.430381281702,0.398198198,0.139987753,0.123181377,0.250766871
2018.2.23,-0.04308837,57202.70237,467480,16.49,73.94810594,1.3443963381957786,23,0.013921293076649466,0.002759332,0.017655812895539524,0.012426318,0.016028343614550522,91.4,0.3610200481886957,-0.000301125,0.016582236279806928,-0.002848431,-0.10739657,0.07036892,10376.670999999998,10142.042667519147,50.160368543481646,-12.65070234,-263.5645687,11852.50825407401,6612.6267459259925,0.398198198,0.139987753,0.123181377,0.250766871
2018.2.24,-0.010780328,40888.1563,337918,15.8,96.10766905,1.351486121039963,21,0.015775589,0.006311275,0.011457752688626366,0.005664831,0.011756997779638123,84.34930555555556,0.3610200481886957,-0.000301125,0.016582236279806928,-0.1218383,-0.132503286,0.070740017,10401.123000000001,10060.673091606574,47.26714158382028,-41.67873907,-219.1874028,11887.569418281404,6728.5355817185955,0.398198198,0.139987753,0.123181377,0.250766871
2018.2.25,0.07653806,28373.51759,233567,15.8,41.44060303,1.351683148686049,21,0.015775589,0.006311275,0.011457752688626366,0.005664831,0.011756997779638123,63.23611111111112,0.3854306588643009,-0.000301125,0.016582236279806928,-0.076413093,-0.135179006,0.07075033,10360.114,9975.096165859923,46.57451593490795,-72.28351156,-189.8066245,11767.81511467557,7113.290885,0.398648649,0.141702388,0.127546072,0.248721881
2018.2.26,0.023734986,34878.29276,285276,15.8,46.19035139,1.373309151710584,22,0.015775589,0.006311275,0.011457752688626366,0.005664831,0.011756997779638123,75.775,0.3854306588643009,0.004179374,0.009123639,-0.074329777,-0.101557741,0.071882286,10376.516,10038.533226612664,51.90494923467565,-36.88515939,-159.2223315,11772.318602996453,7375.973397003544,0.396734234,0.147091243,0.1314258,0.252556237
2018.2.27,-0.022923558,30705.38512,240542,18.59,50.54578675,1.370525240111976,23,-0.011639381,-0.001487073,-0.01227656,-0.014082303,-0.012706864,68.77013889,0.3854306588643009,-0.005811774,-0.038219192,-0.05641912,-0.110346424,0.07173657,10329.465,10134.98900359218,53.57041036023756,10.816286434601352,-125.2146079,11753.949306242146,7691.346693757851,0.40518018,0.14513166,0.139185257,0.259713701
2018.2.28,0.057446866,30800.98378,277886,19.85,51.29908837,1.360272868682875,20,-0.014987389,-0.005514701,-0.007822273,-0.021742581,-0.011095807,74.65555555555555,0.3854306588643009,-0.005958891,-0.014385444,-0.010619299,-0.082147365,0.071199936,10323.798,10169.856457484511,51.665392252587374,28.73877206317411,-94.42393192,11678.375206764133,8021.194793235867,0.411599099,0.148928353,0.14742968,0.272494888
2018.3.1,0.010897435897435859,25092.55393,230428,22.47,52.05574602,1.334928932820417,20,-0.01678919,-0.011573266,-0.012711381,-0.010545101,-0.013324342,67.03958333333334,0.3854306588643009,-0.007663998,-0.003179104,0.11303184983447201,0.066665625,0.069873374,10300.498000000001,10306.246192487328,55.80923441681756,89.77708676,-57.58372818,11763.277765983039,8159.900234016961,0.400675676,0.148560931,0.144519884,0.275817996
