Open_time,Close,Volume,trades,VIX,Bitcoin_TransactionFee,volatility,GoogleTrend,DowJones,EuroStoxx50,Nasdaq,OilWTI,SPX,TradePermin,Dominance,Gold,MCHI,Weekly_return,Monthly_return,Volatility,SMA_10,EMA_10,RSI_14,MACD,MACD_Signal,Bollinger_Upper,Bollinger_Lower,TLTETFclose,gasclose,UScornclose,USsoybeanclose
2018.3.2,0.038543346,23910.71009,211691,19.59,42.01376982,1.335113501486087,20,-0.002881875,-0.021890702,0.010766569738293263,0.004262994,0.005071573,65.62430555555555,0.3854306588643009,0.011125979736188008,-0.003179104,0.089621599,0.073300211,0.069883035,10284.299,10439.474157489632,56.61277551458698,146.06890498333996,-16.85320155,11817.546104212355,8356.133895787645,0.400675676,0.148560931,0.144519884,0.275817996
2018.3.3,0.004406654,21287.15328,190444,18.73,37.96379904,1.2814271358212097,19,0.013721541148729699,0.009194676,0.010034624483491683,0.021551020408163257,0.011032048304691067,65.76041666666667,0.3854306588643009,0.011125979736188008,-0.003179104,0.1825744674047476,0.24282672702753083,0.067072962,10386.987000000001,10625.83885612788,59.45177484664597,222.4490029625067,31.007239353235256,11809.809689817524,8703.930310182477,0.400675676,0.148560931,0.144519884,0.275817996
2018.3.4,-0.005297438,17295.91865,168359,18.73,33.46586197,1.2700936838000374,17,0.013721541148729699,0.009194676,0.010034624483491683,0.021551020408163257,0.011032048304691067,53.925,0.4174038602389024,0.011125979736188008,-0.003179104,0.2007299270072993,0.2977528533094105,0.066479742,10557.383,10787.504518650085,59.78822869499514,283.7860141659821,81.56299431578464,11899.805447403687,8875.134552596315,0.397072072,0.149663197,0.146459748,0.281952965
2018.3.5,-0.064389733,15144.23106,164318,18.73,44.53138052,1.2677557556282208,19,0.013721541148729699,0.009194676,0.010034624483491683,0.021551020408163257,0.011032048304691067,56.76319444444445,0.4174038602389024,-0.00143689,0.001304682,0.10945370011623412,0.2450054130670134,0.066357369,10689.679,10908.68551525916,59.150024352326824,323.7419515571273,129.9987857640532,11844.13088,9222.219118,0.398310811,0.155174525,0.149369544,0.279652352
2018.3.6,-0.075256054,29515.57236,250306,18.36,37.24003205,1.222412908815918,19,0.000376285,0.000757007,0.005635205,0.000479463,0.002638794,96.46527777777776,0.4174038602389024,0.008330809,0.010134602577095864,0.013950179013420216,0.30931322779636905,0.063984016,10791.876,10873.739057939312,51.93215432687102,292.5235896663489,162.50374654451235,11805.543178571505,9387.455821428495,0.396846847,0.158603797,0.148399612,0.26993865
2018.3.7,-0.064415742,50647.67108,396721,17.76,34.8377064,1.1183340375889883,22,-0.003325816,0.00580727,0.003342372,-0.023162939,-0.00048385,155.52708333333334,0.4174038602389024,-0.001502178,0.003009976,-0.040357285,0.4279559480633257,0.058536278872097953,10823.876,10698.513774677618,45.40712303366258,200.39657006911148,170.08231124943217,11811.024630545293,9372.965369454705,0.404504505,0.156031843,0.161008729,0.268660532
2018.3.8,-0.004814682,41109.47323,336514,16.54,35.63080068,1.1025975463979427,21,0.003784067,0.010635525972949367,0.004231645,-0.016843827,0.004463107,158.6486111111111,0.4174038602389024,-0.00631864,0.004001129,-0.150948718,0.21164014249608587,0.057712593,10718.64,10439.082179281688,41.014349305278984,75.01025477134499,151.06789995381476,11891.249392998352,9203.906607001647,0.395720721,0.153092468,0.155674103,0.243609407
2018.3.9,-0.049504714,64112.29141,462712,14.64,34.8459414,1.1022591076767667,26,0.017695371920943836,0.002126986,0.017886496274207575,0.031936127744510934,0.017378795678667736,171.91458333333333,0.4174038602389024,-0.000302801,0.026188385249405366,-0.164145303,0.21423871562047636,0.057694878585096164,10584.436,10218.70360123047,40.71770138804825,-27.6427302,115.32577392246515,11901.615734498082,9012.285266,0.395720721,0.153092468,0.155674103,0.243609407
2018.3.10,0.087038866,37180.01286,288066,15.78,40.27322368,1.118517756273309,19,-0.006201911,0.002613622,0.003638499,-0.010960671,-0.001273968,89.30069444444445,0.4174038602389024,-0.000302801,0.026188385249405366,-0.235009351,0.12669546070025506,0.058545895147537975,10428.782,9955.342946461295,37.71195648497685,-144.1921318,63.42219278563908,12006.469581931817,8746.110418068185,0.395720721,0.153092468,0.155674103,0.243609407
2018.3.11,-0.042190911,44325.97339,333367,15.78,39.61038377,1.0871555315672747,18,-0.006201911,0.002613622,0.003638499,-0.010960671,-0.001273968,110.69166666666666,0.4130193339923265,-0.000302801,0.026188385249405366,-0.172073817,0.097841758,0.056904321,10290.139,9878.656956195604,45.016640755644524,-172.9685332,16.144047590363925,11923.932820758606,8666.704179241393,0.403378378,0.158726271,0.158098933,0.247699387
2018.3.12,0.002043512,42230.77793,336642,15.78,33.46783473,1.0969150795286504,20,-0.006201911,0.002613622,0.003638499,-0.010960671,-0.001273968,97.01944444444445,0.4130193339923265,-0.001097986,0.004022205,-0.202781561,0.06999782,0.057415159,10099.373,9742.781146,42.20781340253264,-225.6297191,-32.21070575,11841.030980900494,8542.641019099505,0.410135135,0.159706062,0.160523763,0.255112474
2018.3.13,-0.107103825,40191.40936,342734,16.35,60.67628875,1.0762000091992072,18,-0.006814514,-0.009368767,-0.010188026,-0.01059322,-0.006363591,92.77916666666668,0.4130193339923265,0.00272903,-0.016715002,-0.146174863,0.13468950430809978,0.056330883030667266,9867.925,9635.002755800362,42.38740716,-262.8286572,-78.33429603,11835.726040472156,8419.185959527844,0.421959459,0.152969994,0.156644035,0.242842536
2018.3.14,0.008687882,49708.09411,399127,17.23,37.04036657,1.0853897246969064,22,-0.009953601,-0.001874991,-0.001890558,0.004117938,-0.005724494,38.21527777777778,0.4130193339923265,0.000604801,0.007726932,-0.175580222,-0.082331798,0.056811895,9533.425,9368.638618382114,36.05105609656253,-367.1545641,-136.0983496,11962.542784525687,8128.265215,0.421959459,0.146846295,0.162948594,0.255368098
2018.3.15,0.002307978,52291.02228,400529,16.59,36.64624829,1.0764217101837856,24,0.004666752,0.006826935,-0.002010188,0.003772966,-0.000781966,123.90694444444443,0.4130193339923265,-0.00362661,0.011292317943998986,-0.111162642,-0.035002752,0.056342487,9212.123,9163.609778676275,36.78810414141299,-439.0450659,-196.6876929,12029.779565248202,7872.022434751798,0.417117117,0.147703613,0.155189137,0.264314928
2018.3.16,-0.052687651,38815.40989,255807,15.8,29.65177072,1.0060579807292658,21,0.002928801,0.006815792,3.341468695783334e-05,0.018793920575257417,0.001703472,87.67986111111111,0.4130193339923265,-0.006559242,0.001378522,-0.104801127,-0.125925001,0.052659481,8966.475,8999.317091644223,36.99764965850085,-488.8489057,-255.1199355,12090.094114650814,7668.256885349188,0.417117117,0.147703613,0.155189137,0.264314928
2018.3.17,0.046670841,33110.20633,292041,19.02,21.51541723,0.9952597376575432,18,-0.013452784,-0.012395997,-0.018410877,-0.004491498,-0.014204164,80.17916666666666,0.4130193339923265,-0.006559242,0.001378522,-0.107798892,-0.217527042,0.052094276,8757.955,8785.768529527091,34.203717083542045,-557.0148894,-315.4989263,12183.879088527829,7397.951911,0.417117117,0.147703613,0.155189137,0.264314928
2018.3.18,0.050062332,59488.23171,423336,19.02,25.33293823,1.0097611219832578,22,-0.013452784,-0.012395997,-0.018410877,-0.004491498,-0.014204164,140.88472222222222,0.428206295,-0.006559242,0.001378522,-0.140931466,-0.193897035,0.052853313,8649.79,8677.445160522166,38.406992698103515,-574.9415731,-367.3874556,12165.76326180838,7202.6667381916195,0.412837838,0.143172076,0.140155189,0.236707566
2018.3.19,0.036044186046511495,55297.08494,360414,19.02,30.78064883,0.9751601788739482,21,-0.013452784,-0.012395997,-0.018410877,-0.004491498,-0.014204164,115.0875,0.428206295,0.001755591,-0.014730163,-0.058188612,-0.220982739,0.051042217,8587.09,8663.364222245407,42.82336198,-549.7273046,-403.8554254,12075.727675040904,7095.798324959098,0.407432432,0.146111451,0.139185257,0.242586912
2018.3.20,-0.002803598,44865.10584,298261,18.2,31.3790795,0.9674100278714712,20,0.004727984,0.005093099,0.002731392,0.021592008,0.001481798,72.35,0.428206295,-0.001066748,0.018024325834847144,-0.026231694,-0.141903976,0.050636555154159324,8601.066,8708.203454564424,45.977169698897605,-498.9800878,-422.8803579,11996.726495415052,7033.121504584946,0.408896396,0.141579914,0.140155189,0.244120654
2018.3.21,-0.018244232,39972.40537,293696,17.86,31.0252744,0.925704222,19,-0.001818235,-0.003235563,-0.002581372,0.027917981072555165,-0.001843986,70.14930555555556,0.428206295,0.007894737,-0.009332981,0.0875153,-0.203353358,0.048453573,8536.208999999999,8740.348281007255,45.75812725197673,-455.5271962,-429.4097256,11818.098187652002,7008.249812347996,0.422184685,0.139007961,0.142095053,0.244120654
2018.3.22,0.020077038599548347,40617.55681,276449,23.34,27.7247885,0.9257629702395868,19,-0.029349765,-0.015539364,-0.024316263,-0.013349701,-0.025162891,75.04930555555555,0.428206295,0.005903054,-0.050568038,0.058478482,-0.22123848,0.048456649,8495.365,8737.175866278663,44.28375958650813,-429.2227689,-429.3723342,11593.238916862372,7001.499083137629,0.421171171,0.135823637,0.144519884,0.242586912
2018.3.23,-0.039466039,39991.00767,278571,24.87,26.25767336,0.9034782691003076,17,-0.017726519,-0.014969282,-0.02428042,0.024572317,-0.020966906,72.23125,0.428206295,0.013128691268855963,-0.021012739,0.077243341,-0.147502299,0.047290213958749924,8470.168,8766.422072409816,46.29701197346224,-389.7519752,-421.4482624,11229.762112926463,7108.330887073537,0.421171171,0.135823637,0.144519884,0.242586912
2018.3.24,-0.008975226,35466.60957,270300,21.03,21.76498898,0.890239444,15,0.02844492,-0.005867068,0.03258698,-0.005009107,0.027157241,67.15138888888889,0.428206295,0.013128691268855963,-0.021012739,0.092278397,-0.128852803,0.046597262,8507.854,8726.501696,42.945966342083125,-382.3995075,-413.6385114,10774.686396156048,7266.592604,0.421171171,0.135823637,0.144519884,0.242586912
2018.3.25,-0.039659274,29001.76932,215660,21.03,20.23147507,0.8807558384447852,15,0.02844492,-0.005867068,0.03258698,-0.005009107,0.027157241,50.578472222222224,0.44325248,0.013128691268855963,-0.021012739,0.034207611975106245,-0.163940721,0.046100868,8530.771,8679.892296,42.226953922344784,-378.4005142,-406.590912,10213.155240825428,7529.738759174568,0.415990991,0.139130435,0.138215325,0.239775051
2018.3.26,-0.041641311,44033.59566,310462,21.03,26.98506764,0.8789646271204489,20,0.02844492,-0.005867068,0.03258698,-0.005009107,0.027157241,76.80833333333334,0.44325248,0.004307144,0.040244524682934824,-0.054159302,-0.1609447,0.046007111294542956,8518.194,8580.680969787192,39.13688061521005,-397.7521803,-404.8231657,9804.289117673874,7680.379882326128,0.430405405,0.148071035,0.138215325,0.233640082
2018.3.27,0.019728023,37427.64805,266540,22.5,27.51028124,0.8881507786190954,17,-0.014250122,0.011660038063634692,-0.029323292,-0.004576659,-0.017276335,76.55347222222223,0.44325248,-0.008096717,-0.021063204,-0.125081089,-0.187120959,0.046487936439635905,8515.265,8437.922611644066,36.25585670691831,-435.4013525,-410.938803,9627.758367819617,7645.461632180384,0.434009009,0.148928353,0.137245393,0.232106339
2018.3.28,-0.108079957,26401.33167,183620,22.87,24.09273355,0.8427866926076963,17,-0.000389392,0.004311189,-0.00850073,-0.013333333,-0.002916612,51.99166666666667,0.44325248,-0.006709158,-0.014051508,-0.105312324,-0.230017435,0.044113472,8491.196,8349.082137,38.47056002700066,-447.6685803,-418.2847585,9559.696235444891,7581.289764555107,0.440653153,0.153214942,0.164888458,0.259458078
2018.3.29,-0.035247541,54620.91513,359537,19.97,27.20122872,0.9040505121406736,21,0.010679533486914528,0.009080675,0.016434914371808107,0.008698354,0.013769674,108.99583333333334,0.44325248,-0.006454276,0.017963167785582268,-0.187180869,-0.329159507,0.047320166528436264,8340.21,8120.183566472473,31.81939375692559,-520.715,-438.7708068,9604.297966856837,7323.002033143162,0.440653153,0.153214942,0.164888458,0.259458078
2018.3.30,0.012233506768047242,65306.03198,400057,23.62,25.7646693,0.9069221468850066,24,-0.019039867,-0.004334375,-0.027369101,-0.029719741,-0.022337336,147.16180555555556,0.44325248,-0.006454276,0.017963167785582268,-0.231264673,-0.337620899,0.047470475,8133.234999999999,7887.464736,30.18464992230674,-591.9468672,-469.4060189,9707.644025526248,7026.656974473752,0.440653153,0.153214942,0.164888458,0.259458078
2018.3.31,-0.016016962,36868.53909,240293,23.62,20.07447617,0.8762075423078263,17,-0.019039867,-0.004334375,-0.027369101,-0.029719741,-0.022337336,84.12777777777778,0.44325248,-0.006454276,0.017963167785582268,-0.18988845,-0.365942308,0.045862799,7937.125999999999,7712.272965985703,31.454520171200002,-634.3341494,-502.391645,9606.821249,6866.513750504058,0.440653153,0.153214942,0.164888458,0.259458078
2018.4.1,0.035665586869827015,44071.43046,260942,23.62,18.28180544,0.8715856700578662,19,-0.019039867,-0.004334375,-0.027369101,-0.029719741,-0.022337336,83.225,0.4493873995787193,-0.006454276,0.017963167785582268,-0.195644705,-0.382823625,0.045620879,7746.137,7548.770608533757,30.658625375086057,-669.1614029,-535.7455966,9562.599613,6678.902387,0.440427928,0.147091243,0.163918526,0.25
2018.4.2,0.049491213,32123.56007,206780,23.62,21.39248333,0.8694185405770165,19,-0.019039867,-0.004334375,-0.027369101,-0.029719741,-0.022337336,64.66875,0.4493873995787193,-0.006454276,-0.024208779,-0.132554649,-0.384533795,0.045507446288148054,7561.933999999999,7459.175952,34.565427440308575,-669.4381241,-562.4841021,9447.281949444676,6584.820050555327,0.429842342,0.148805879,0.166343356,0.252556237
2018.4.3,-0.082254251,37787.33181,248143,21.1,25.12929851,0.8959210242980375,19,0.016459435,-0.004334375,0.010357897678643146,0.007935248,0.012614839,70.95833333333333,0.4493873995787193,0.007251577,0.009415588,-0.050067282,-0.356907512,0.046894649686912065,7447.769,7449.363961,39.81362419483612,-634.1687959,-576.8210408,9432.400310847603,6523.222689152399,0.427027027,0.151377832,0.151794374,0.229294479
2018.4.4,-0.003728609,42227.1838,277249,20.06,24.81899369,0.9267102052754234,17,0.009609143,-0.001965981,0.014526139271143101,-0.002204377,0.011566486259060316,75.30416666666666,0.4493873995787193,0.002887247,0.001628679,-0.145069377,-0.406661428,0.048506229074964394,7280.364,7330.588695432838,34.60069942410357,-647.8991081,-591.0366543,9446.106461749523,6365.028538250477,0.416891892,0.146111451,0.16828322,0.245654397
2018.4.5,-0.025014917,39029.73146,238476,18.94,24.46293557,0.9109387141098184,18,0.00992899,0.026823536,0.00489058,0.002682657,0.006862808,70.73194444444445,0.4493873995787193,-0.007178644,0.002660754,-0.045045655,-0.368191794,0.047680711497864604,7144.017,7228.801659899595,34.39891388499063,-653.294434,-603.4882102,9441.875846354054,6220.335153645946,0.431644144,0.149295775,0.166343356,0.248210634
2018.4.6,0.044598183,27455.01192,162456,21.49,34.53138383,0.884949784,20,-0.023360737,-0.006370355,-0.022813377,-0.023292414,-0.021920205,57.27916666666667,0.4493873995787193,0.002636138,-0.024030738,-0.034916955,-0.333865792,0.046320389,7024.6050000000005,7114.726812645123,33.01309656682902,-663.5875876,-615.5080857,9472.044163207096,6067.825836792905,0.431644144,0.149295775,0.166343356,0.248210634
2018.4.7,0.017720932,32269.57827,178577,21.77,27.16559493,0.8859842673667717,15,0.001936258,0.001980576,0.005094641,0.021914277,0.003336571,54.62777777777778,0.4493873995787193,0.002636138,-0.024030738,-0.004059845,-0.256248086,0.046374536,6919.255,7074.921937618737,37.71069100927261,-640.6040744,-620.5272834,9438.218258140449,5972.232741859549,0.431644144,0.149295775,0.166343356,0.248210634
2018.4.8,-0.033525221,21427.67317,152461,21.77,21.01734283,0.8907215065068338,15,0.001936258,0.001980576,0.005094641,0.021914277,0.003336571,39.144444444444446,0.4519153655727065,0.002636138,-0.024030738,0.030088023,-0.239406091,0.046622494,6912.041,7064.572494,39.60389698646473,-605.548569,-617.5315405,9331.351202,5920.899797643338,0.433896396,0.148315983,0.17070805,0.261758691
