Date,Price,Open,High,Low,Vol.,Change %
2021-03-09,64.01,64.73,65.98,63.63,554.56K,-1.60%
2021-03-10,64.44,63.84,64.96,63.13,498.49K,0.67%
2021-03-11,66.02,64.7,66.21,64.54,441.06K,2.45%
2021-03-12,65.61,65.96,66.24,65.41,321.71K,-0.62%
2021-03-15,65.39,65.56,66.4,64.13,378.01K,-0.34%
2021-03-16,64.8,65.33,65.43,63.8,317.54K,-0.90%
2021-03-17,64.6,64.75,65.34,63.6,254.72K,-0.31%
2021-03-18,60,64.42,64.82,58.2,143.60K,-7.12%
2021-03-19,61.42,59.56,61.72,58.94,84.17K,2.37%
2021-03-22,61.55,61.55,61.9,60.39,28.26K,0.21%
2021-03-23,57.76,61.28,61.35,57.25,712.32K,-6.16%
2021-03-24,61.18,57.4,61.34,57.29,566.29K,5.92%
2021-03-25,58.56,60.8,60.86,57.44,580.11K,-4.28%
2021-03-26,60.97,58.48,61.36,58.32,472.00K,4.12%
2021-03-29,61.56,60.93,61.77,59.41,449.36K,0.97%
2021-03-30,60.55,61.96,62.27,59.94,388.19K,-1.64%
2021-03-31,59.16,60.45,61.17,58.85,414.16K,-2.30%
2021-04-01,61.45,59.49,61.75,58.86,605.57K,3.87%
2021-04-05,58.65,61.5,61.5,57.63,438.86K,-4.56%
2021-04-06,59.33,58.8,60.9,58.62,457.35K,1.16%
2021-04-07,59.77,59.26,60.04,58.12,475.54K,0.74%
2021-04-08,59.6,59.52,59.93,58.82,419.91K,-0.28%
2021-04-09,59.32,59.76,59.95,59.1,351.44K,-0.47%
2021-04-12,59.7,59.35,60.77,58.73,410.22K,0.64%
2021-04-13,60.18,59.64,60.59,59.64,349.73K,0.80%
2021-04-14,63.15,60.44,63.44,60.38,419.81K,4.94%
2021-04-15,63.46,62.83,63.57,62.53,243.37K,0.49%
2021-04-16,63.13,63.32,63.88,62.83,87.80K,-0.52%
2021-04-19,63.38,62.98,63.63,62.63,74.38K,0.40%
2021-04-20,62.44,63.47,64.25,61.5,33.04K,-1.48%
2021-04-21,61.35,62.39,62.56,60.86,431.49K,-1.75%
2021-04-22,61.43,61.11,61.87,60.61,344.70K,0.13%
2021-04-23,62.14,61.65,62.43,61.25,345.41K,1.16%
2021-04-26,61.91,62.06,62.31,60.66,366.87K,-0.37%
2021-04-27,62.94,61.97,63.3,61.91,361.54K,1.66%
2021-04-28,63.86,63.04,64.53,62.67,387.68K,1.46%
2021-04-29,65.01,63.7,65.47,63.65,384.49K,1.80%
2021-04-30,63.58,64.88,64.95,63.08,400.52K,-2.20%
2021-05-03,64.49,63.64,64.68,62.91,285.97K,1.43%
2021-05-04,65.69,64.53,66.19,64.29,370.21K,1.86%
2021-05-05,65.63,66.45,66.76,64.92,460.07K,-0.09%
2021-05-06,64.71,65.27,65.98,64.5,389.21K,-1.40%
2021-05-07,64.9,64.9,65.24,63.9,431.42K,0.29%
2021-05-10,64.92,65.57,65.75,63.95,448.34K,0.03%
2021-05-11,65.28,64.9,65.5,63.68,514.95K,0.55%
2021-05-12,66.08,65.46,66.63,64.97,508.52K,1.23%
2021-05-13,63.82,65.75,65.81,63.09,547.69K,-3.42%
2021-05-14,65.37,63.83,65.62,63.33,383.75K,2.43%
2021-05-17,66.27,65.5,66.43,64.83,268.48K,1.38%
2021-05-18,65.49,66.33,67.01,64.11,167.35K,-1.18%
2021-05-19,63.36,65.28,65.35,61.95,101.90K,-3.25%
2021-05-20,62.05,63.39,63.96,61.89,29.62K,-2.07%
2021-05-21,63.58,61.89,64.07,61.56,530.83K,2.47%
2021-05-24,66.05,63.87,66.14,63.63,466.65K,3.88%
2021-05-25,66.07,66.02,66.51,65.41,497.39K,0.03%
2021-05-26,66.21,66.04,66.43,65.25,376.21K,0.21%
2021-05-27,66.85,66.16,66.92,65.47,337.54K,0.97%
2021-05-28,66.32,66.95,67.52,66.17,390.46K,-0.79%
2021-05-30,66.59,66.7,66.75,66.53,,0.41%
2021-05-31,66.96,66.58,67.41,66.41,,0.56%
2021-06-01,67.72,66.68,68.87,66.41,570.99K,1.14%
2021-06-02,68.83,67.99,69,67.78,333.00K,1.64%
2021-06-03,68.81,68.76,69.4,68.19,351.37K,-0.03%
2021-06-04,69.62,68.91,69.76,68.33,326.25K,1.18%
2021-06-07,69.23,69.52,70,68.93,365.62K,-0.56%
2021-06-08,70.05,69.29,70.27,68.47,441.30K,1.18%
2021-06-09,69.96,70.01,70.62,69.46,410.82K,-0.13%
2021-06-10,70.29,69.76,70.65,68.68,492.46K,0.47%
2021-06-11,70.91,70.1,71.24,69.68,563.58K,0.88%
2021-06-14,70.88,70.65,71.78,70.65,319.64K,-0.04%
2021-06-15,72.12,71.16,72.49,70.81,336.04K,1.75%
2021-06-16,72.15,72.45,72.99,71.61,426.78K,0.04%
2021-06-17,71.04,71.65,72.3,69.77,373.78K,-1.54%
2021-06-18,71.64,71.1,72.17,70.16,139.58K,0.84%
2021-06-21,73.66,71.52,73.96,71.15,123.66K,2.82%
2021-06-22,73.06,73.41,73.95,72.94,29.00K,-0.81%
2021-06-23,73.08,72.91,74.25,72.82,429.21K,0.03%
2021-06-24,73.3,73.28,73.61,72.32,334.83K,0.30%
2021-06-25,74.05,73.32,74.18,72.85,364.72K,1.02%
2021-06-28,72.91,73.99,74.45,72.62,354.70K,-1.54%
2021-06-29,72.98,72.78,73.81,71.97,321.45K,0.10%
2021-06-30,73.47,73.47,74.14,72.82,383.63K,0.67%
2021-07-01,75.23,73.5,76.22,73.39,615.68K,2.40%
2021-07-02,75.16,75.02,75.62,74.41,377.53K,-0.09%
2021-07-04,75.14,75.22,75.28,75,,-0.03%
2021-07-05,76.25,75.15,76.4,74.75,,1.48%
2021-07-06,73.37,75.35,76.98,72.94,714.04K,-3.78%
2021-07-07,72.2,73.85,74.86,71.07,607.97K,-1.59%
2021-07-08,72.94,72.17,73.26,70.76,529.69K,1.02%
2021-07-09,74.56,73.26,74.76,72.72,422.15K,2.22%
2021-07-12,74.1,74.74,74.93,73.16,397.93K,-0.62%
2021-07-13,75.25,74.18,75.52,73.68,444.08K,1.55%
2021-07-14,73.13,75.17,75.44,72.21,528.36K,-2.82%
2021-07-15,71.65,72.96,72.96,71.4,368.68K,-2.02%
2021-07-16,71.81,71.48,72.3,70.41,133.93K,0.22%
2021-07-19,66.42,71.49,71.67,65.63,82.57K,-7.51%
2021-07-20,67.42,66.6,67.65,65.21,29.74K,1.51%
2021-07-21,70.3,66.45,70.51,66.44,503.03K,4.27%
2021-07-22,71.91,70.22,72.03,69.86,435.18K,2.29%
2021-07-23,72.07,71.71,72.21,71.39,274.78K,0.22%
2021-07-26,71.91,72.18,72.43,70.56,395.74K,-0.22%
2021-07-27,71.65,72.22,72.33,71.08,333.12K,-0.36%
2021-07-28,72.39,71.9,72.6,71.7,318.91K,1.03%
2021-07-29,73.62,72.4,73.68,72.26,294.46K,1.70%
2021-07-30,73.95,73.41,74.23,72.93,303.70K,0.45%
2021-08-02,71.26,73.91,73.95,70.55,448.20K,-3.64%
2021-08-03,70.56,71.52,71.96,69.19,509.94K,-0.98%
2021-08-04,68.15,70.32,70.81,67.85,582.92K,-3.42%
2021-08-05,69.09,68.06,69.35,67.61,416.33K,1.38%
2021-08-06,68.28,69.14,70.18,67.8,537.14K,-1.17%
2021-08-09,66.48,67.88,67.9,65.15,598.38K,-2.64%
2021-08-10,68.29,66.85,68.9,66.56,452.13K,2.72%
2021-08-11,69.25,68.51,69.45,66.67,513.29K,1.41%
2021-08-12,69.09,69.36,69.62,68.46,352.47K,-0.23%
2021-08-13,68.44,68.91,69.22,67.77,272.03K,-0.94%
2021-08-16,67.29,67.71,68.27,65.73,334.84K,-1.68%
2021-08-17,66.59,67.43,67.72,66.33,235.30K,-1.04%
2021-08-18,65.46,66.58,67.48,64.34,121.20K,-1.70%
2021-08-19,63.69,64.58,64.76,62.63,88.24K,-2.70%
2021-08-20,62.32,64.05,64.1,62.11,24.63K,-2.15%
2021-08-23,65.64,61.96,66,61.74,397.29K,5.33%
2021-08-24,67.54,65.54,67.8,65.41,335.89K,2.89%
2021-08-25,68.36,67.63,68.54,66.92,353.74K,1.21%
2021-08-26,67.42,68,68.31,67.02,344.29K,-1.38%
2021-08-27,68.74,67.75,69.05,67.52,326.06K,1.96%
2021-08-30,69.21,69.3,69.64,67.67,360.80K,0.68%
2021-08-31,68.5,69.18,69.34,68.16,325.85K,-1.03%
2021-09-01,68.59,68.55,69.24,67.12,399.50K,0.13%
2021-09-02,69.99,68.29,70.61,67.84,403.31K,2.04%
2021-09-03,69.29,69.76,70.53,69.05,313.09K,-1.00%
2021-09-05,68.75,69.22,69.23,68.73,,-0.78%
2021-09-06,68.8,68.75,69.47,68.27,,0.07%
2021-09-07,68.35,69.11,69.48,67.64,481.70K,-0.65%
2021-09-08,69.3,68.37,69.75,68.31,389.33K,1.39%
2021-09-09,68.14,69.36,69.89,67.56,556.45K,-1.67%
2021-09-10,69.72,67.97,69.96,67.68,411.08K,2.32%
2021-09-13,70.45,69.74,70.97,69.51,390.94K,1.05%
2021-09-14,70.46,70.64,71.22,69.98,414.23K,0.01%
2021-09-15,72.61,70.76,73.14,70.65,418.67K,3.05%
2021-09-16,72.61,72.65,72.99,71.53,298.41K,0.00%
2021-09-17,71.97,72.62,72.72,71.21,119.93K,-0.88%
2021-09-20,70.29,71.92,72.08,69.86,75.84K,-2.33%
2021-09-21,70.56,70.59,71.63,69.67,37.61K,0.38%
2021-09-22,72.23,70.85,72.3,70.64,381.06K,2.37%
2021-09-23,73.3,71.97,73.5,71.61,403.41K,1.48%
2021-09-24,73.98,73.24,74.27,72.81,350.38K,0.93%
2021-09-27,75.45,74.19,75.75,74.16,417.83K,1.99%
2021-09-28,75.29,75.43,76.67,74.24,476.14K,-0.21%
2021-09-29,74.83,74.38,75.79,73.74,424.19K,-0.61%
2021-09-30,75.03,74.78,76.07,73.14,583.19K,0.27%
2021-10-01,75.88,75.12,75.99,74.23,389.00K,1.13%
2021-10-04,77.62,75.9,78.38,75.32,458.01K,2.29%
2021-10-05,78.93,77.58,79.48,77.47,449.62K,1.69%
2021-10-06,77.43,79.04,79.78,76.83,459.06K,-1.90%
2021-10-07,78.3,77,78.89,74.96,545.01K,1.12%
2021-10-08,79.35,78.86,80.11,78.63,662.01K,1.34%
2021-10-11,80.52,79.59,82.18,79.55,653.76K,1.47%
2021-10-12,80.64,80.5,81.62,79.47,598.18K,0.15%
2021-10-13,80.44,80.58,81.04,79.42,487.22K,-0.25%
2021-10-14,81.31,80.59,81.68,80.38,399.81K,1.08%
2021-10-15,82.28,81.48,82.66,81.39,277.95K,1.19%
2021-10-18,82.44,82.6,83.87,81.84,134.10K,0.19%
2021-10-19,82.96,82.37,83.74,81.8,82.61K,0.63%
2021-10-20,83.87,83.34,84.25,81.3,25.72K,1.10%
2021-10-21,82.5,83.58,83.96,80.79,567.50K,-1.63%
2021-10-22,83.76,82.61,84.22,81.76,465.36K,1.53%
2021-10-25,83.76,83.98,85.41,83.39,568.73K,0.00%
2021-10-26,84.65,83.72,84.88,82.97,467.72K,1.06%
2021-10-27,82.66,84.39,84.51,82.01,529.95K,-2.35%
2021-10-28,82.81,82.25,83.21,80.58,491.59K,0.18%
2021-10-29,83.57,83.09,83.74,81.41,507.31K,0.92%
2021-11-01,84.05,83.36,84.88,82.74,412.31K,0.57%
2021-11-02,83.91,83.87,84.41,82.92,429.61K,-0.17%
2021-11-03,80.86,83.07,83.08,79.69,546.58K,-3.63%
2021-11-04,78.81,80.18,83.42,78.25,701.12K,-2.54%
2021-11-05,81.27,79.37,81.8,78.96,531.05K,3.12%
2021-11-08,81.93,81.13,82.67,81.05,393.95K,0.81%
2021-11-09,84.15,82.16,84.63,81.78,504.83K,2.71%
2021-11-10,81.34,84.53,84.97,80.81,555.22K,-3.34%
2021-11-11,81.59,81.41,82.33,80.2,475.44K,0.31%
2021-11-12,80.79,81.21,81.62,79.78,390.30K,-0.98%
2021-11-15,80.88,80.66,81.2,79.3,343.48K,0.11%
2021-11-16,80.76,80.93,81.81,80.03,325.67K,-0.15%
2021-11-17,78.36,80.54,80.69,77.69,174.47K,-2.97%
2021-11-18,79.01,78.34,79.36,77.08,83.98K,0.83%
2021-11-19,76.1,78.76,79.92,75.37,30.70K,-3.68%
2021-11-22,76.75,75.75,77.16,74.76,465.77K,0.85%
2021-11-23,78.5,76.46,78.86,75.3,506.99K,2.28%
2021-11-24,78.39,78.48,79.23,77.98,328.85K,-0.14%
2021-11-25,77.41,78.38,78.65,77.28,,-1.25%
2021-11-26,68.15,78.34,78.65,67.4,844.63K,-11.96%
2021-11-29,69.95,69.23,72.93,68.86,675.09K,2.64%
2021-11-30,66.18,70.04,71.22,64.43,722.48K,-5.39%
2021-12-01,65.57,67.01,69.49,64.84,602.45K,-0.92%
2021-12-02,66.5,65.63,67.49,62.43,668.29K,1.42%
2021-12-03,66.26,67.5,69.22,65.6,449.97K,-0.36%
2021-12-06,69.49,67.02,70.15,66.72,401.06K,4.87%
2021-12-07,72.05,69.72,73.03,69.52,496.53K,3.68%
2021-12-08,72.36,71.86,73,70.91,464.85K,0.43%
2021-12-09,70.94,72.52,73.34,70.39,393.21K,-1.96%
2021-12-10,71.67,70.68,72.33,70.32,397.88K,1.03%
2021-12-13,71.29,72.04,73,70.71,406.60K,-0.53%
2021-12-14,70.73,71.12,72.03,69.51,359.45K,-0.79%
2021-12-15,70.87,70.35,71.66,69.39,294.34K,0.20%
2021-12-16,72.38,71.48,72.99,71.03,142.54K,2.13%
2021-12-17,70.86,71.92,72.26,69.89,78.13K,-2.10%
2021-12-20,68.23,70.07,70.07,66.04,36.73K,-3.71%
2021-12-21,71.12,69.21,71.55,68.56,358.78K,4.24%
2021-12-22,72.76,71.27,73.16,70.8,306.71K,2.31%
2021-12-23,73.79,73.03,73.95,72.27,270.22K,1.42%
2021-12-27,75.57,73.38,76.09,72.57,268.49K,2.41%
2021-12-28,75.98,75.97,76.92,75.53,249.73K,0.54%
2021-12-29,76.56,76.04,77.37,75.36,283.56K,0.76%
2021-12-30,76.99,76.58,77.44,75.78,231.16K,0.56%
2021-12-31,75.21,76.66,77.08,74.95,237.12K,-2.31%
2022-01-03,76.08,75.69,76.46,74.27,317.63K,1.16%
2022-01-04,76.99,76.02,77.64,75.7,372.85K,1.20%
2022-01-05,77.85,77.18,78.58,76.51,397.90K,1.12%
2022-01-06,79.46,77.24,80.24,76.73,476.67K,2.07%
2022-01-07,78.9,79.62,80.47,78.52,414.43K,-0.70%
2022-01-10,78.23,78.88,79.45,77.83,389.96K,-0.85%
2022-01-11,81.22,78.42,81.59,78.36,481.82K,3.82%
2022-01-12,82.64,81.38,83.1,81.17,420.62K,1.75%
2022-01-13,82.12,82.82,82.94,81.39,364.77K,-0.63%
2022-01-14,83.82,81.73,84.45,81.58,364.44K,2.07%
2022-01-16,83.83,83.78,84.09,83.68,,0.01%
2022-01-17,83.69,83.84,83.95,82.94,,-0.17%
2022-01-18,85.43,84.32,86.63,83.5,163.64K,2.08%
2022-01-19,86.96,86.61,87.91,85.77,113.15K,1.79%
2022-01-20,86.9,86.23,87.82,86,30.39K,-0.07%
2022-01-21,85.14,84.57,85.56,82.78,509.10K,-2.03%
2022-01-24,83.31,84.91,86.09,81.9,511.70K,-2.15%
2022-01-25,85.6,84.15,85.71,82.99,507.22K,2.75%
2022-01-26,87.35,85.26,87.95,85.01,459.64K,2.04%
2022-01-27,86.61,87.15,88.54,86.2,427.80K,-0.85%
2022-01-28,86.82,87.5,88.84,86.44,436.17K,0.24%
2022-01-31,88.15,87.45,88.39,86.34,359.08K,1.53%
2022-02-01,88.2,88.15,88.87,86.55,376.84K,0.06%
2022-02-02,88.26,88.35,89.72,87.1,456.86K,0.07%
2022-02-03,90.27,87.98,90.45,86.75,465.77K,2.28%
2022-02-04,92.31,90.19,93.17,90.07,410.93K,2.26%
2022-02-07,91.32,91.82,92.73,90.73,497.75K,-1.07%
2022-02-08,89.36,91.64,91.68,88.51,467.39K,-2.15%
2022-02-09,89.66,89.86,90.58,88.41,445.62K,0.34%
2022-02-10,89.88,90.01,91.74,89.03,492.09K,0.25%
2022-02-11,93.1,90,94.66,89.19,554.42K,3.58%
2022-02-14,95.46,93.91,95.82,92.09,467.07K,2.53%
2022-02-15,92.07,94.83,95.17,90.66,442.64K,-3.55%
2022-02-16,93.66,92.21,95.01,90,401.45K,1.73%
2022-02-17,91.76,90.9,93.36,90.62,212.55K,-2.03%
2022-02-18,91.07,91.63,92.66,89.03,150.38K,-0.75%
2022-02-20,91.62,91.22,91.74,91.08,,0.60%
2022-02-21,92.65,91.62,93.91,89.08,,1.12%
2022-02-22,92.35,91.75,96,90.35,40.75K,-0.32%
2022-02-23,92.1,91.74,93.9,90.64,440.57K,-0.27%
2022-02-24,92.81,92.52,100.54,91.45,872.24K,0.77%
2022-02-25,91.59,93.32,95.64,90.06,523.79K,-1.31%
2022-02-28,95.72,94.99,99.1,94.43,490.80K,4.51%
2022-03-01,103.41,96.09,106.78,95.32,698.81K,8.03%
2022-03-02,110.6,107.12,112.51,105.18,651.85K,6.95%
2022-03-03,107.67,111.33,116.57,106.43,592.03K,-2.65%
2022-03-04,115.68,107.96,116.02,107.25,493.88K,7.44%
2022-03-07,119.4,121.33,130.5,115.54,576.02K,3.22%
2022-03-08,123.7,120.67,129.44,117.07,583.11K,3.60%
2022-03-09,108.7,124.66,126.84,103.63,594.77K,-12.13%
2022-03-10,106.02,110.41,114.88,105.53,437.92K,-2.47%
2022-03-11,109.33,105.99,110.29,104.48,368.19K,3.12%
2022-03-14,103.01,109.42,109.72,99.76,344.18K,-5.78%
2022-03-15,96.44,102.28,102.58,93.53,401.69K,-6.38%
2022-03-16,95.04,95.23,99.22,94.07,293.95K,-1.45%
2022-03-17,102.98,95.34,104.24,94.85,210.76K,8.35%
2022-03-18,104.7,103.62,106.28,102.3,74.25K,1.67%
2022-03-21,112.12,105.13,112.69,104.08,77.22K,7.09%
2022-03-22,111.76,112.9,115.01,109.3,22.94K,-0.32%
2022-03-23,114.93,108.85,115.4,108.38,289.18K,2.84%
2022-03-24,112.34,114.47,116.64,110.61,307.24K,-2.25%
2022-03-25,113.9,111.75,114.12,108.68,320.30K,1.39%
2022-03-28,105.96,112.92,112.93,102.83,372.25K,-6.97%
2022-03-29,104.24,103.47,107.84,98.44,387.20K,-1.62%
2022-03-30,107.82,105.24,108.75,104.55,284.54K,3.43%
2022-03-31,100.28,107.45,107.8,99.66,450.85K,-6.99%
2022-04-01,99.27,101.23,101.75,97.78,324.78K,-1.01%
2022-04-04,103.28,98.95,103.94,98.05,288.13K,4.04%
2022-04-05,101.96,103.66,105.59,99.88,280.28K,-1.28%
2022-04-06,96.23,101.24,104.02,95.73,366.04K,-5.62%
2022-04-07,96.03,97.16,98.82,93.81,367.32K,-0.21%
2022-04-08,98.26,97.17,98.76,95.29,310.08K,2.32%
2022-04-11,94.29,98.4,98.52,92.93,315.87K,-4.04%
2022-04-12,100.6,95.17,101.35,94.84,329.04K,6.69%
2022-04-13,104.25,100.91,104.47,99.87,312.50K,3.63%
2022-04-14,106.95,104.2,107.64,102.12,244.95K,2.59%
2022-04-18,108.21,107.03,109.81,106,68.49K,1.18%
2022-04-19,102.56,107.75,108.92,102.1,71.79K,-5.22%
2022-04-20,102.75,103.05,104.16,100.7,17.02K,0.19%
2022-04-21,103.79,102.5,105.42,102.01,280.32K,1.01%
2022-04-22,102.07,104.07,104.22,101.06,246.12K,-1.66%
2022-04-25,98.54,101.38,101.55,95.28,328.15K,-3.46%
2022-04-26,101.7,98.64,102.78,97.06,351.85K,3.21%
2022-04-27,102.02,101.76,102.99,99.8,278.78K,0.31%
2022-04-28,105.36,102.11,105.68,100.13,312.06K,3.27%
2022-04-29,104.69,105.17,107.99,103.78,294.39K,-0.64%
2022-05-02,105.17,104,105.94,100.28,261.88K,0.46%
2022-05-03,102.41,105.08,105.8,102.1,239.27K,-2.62%
2022-05-04,107.81,103.5,108.61,102.95,272.91K,5.27%
2022-05-05,108.26,107.58,111.37,106.45,286.92K,0.42%
2022-05-06,109.77,108.7,111.18,107.24,294.28K,1.39%
2022-05-09,103.09,110.43,110.49,102.13,368.18K,-6.09%
2022-05-10,99.76,102.65,104.16,98.86,389.75K,-3.23%
2022-05-11,105.71,99,106.44,98.2,382.70K,5.96%
2022-05-12,106.13,105.63,107.37,102.66,323.55K,0.40%
2022-05-13,110.49,106.65,110.64,106.29,240.99K,4.11%
2022-05-16,114.2,110.98,114.9,108.11,289.13K,3.36%
2022-05-17,112.4,113.87,115.56,111.75,252.63K,-1.58%
2022-05-18,109.59,113.66,115.42,108.46,103.67K,-2.50%
2022-05-19,112.21,109.09,112.62,105.13,68.51K,2.39%
2022-05-20,113.23,111.45,114.04,110.85,20.00K,0.91%
2022-05-23,110.29,110.56,111.96,109.15,215.62K,-2.60%
2022-05-24,109.77,110.41,111.43,108.61,224.79K,-0.47%
2022-05-25,110.33,110.39,111.68,109.23,191.37K,0.51%
2022-05-26,114.09,110.69,114.83,110.27,234.75K,3.41%
2022-05-27,115.07,114.2,115.3,112.85,217.28K,0.86%
2022-05-29,115.61,115.3,115.81,115.2,,0.47%
2022-05-30,117.61,115.58,117.79,115.39,,1.73%
2022-05-31,114.67,114.96,119.98,114.15,440.80K,-2.50%
2022-06-01,115.26,115.4,117.87,114.58,290.53K,0.51%
2022-06-02,116.87,114.8,117.77,111.2,327.60K,1.40%
2022-06-03,118.87,117.55,120.46,115.23,240.83K,1.71%
2022-06-06,118.5,120.82,120.99,117.63,246.83K,-0.31%
2022-06-07,119.41,119.1,120.36,117.14,341.69K,0.77%
2022-06-08,122.11,119.79,123.18,119.3,340.59K,2.26%
2022-06-09,121.51,122.43,122.72,120.79,293.30K,-0.49%
2022-06-10,120.67,121.46,122.75,118.33,352.91K,-0.69%
2022-06-13,120.93,120.19,122.25,117.47,372.40K,0.22%
2022-06-14,118.93,121.09,123.68,116.62,366.32K,-1.65%
2022-06-15,115.31,119.07,119.61,114.6,301.75K,-3.04%
2022-06-16,117.59,115.98,118.08,112.31,162.54K,1.98%
2022-06-17,109.56,117.08,118.97,108.25,103.15K,-6.83%
2022-06-19,108.94,108.97,109.34,108.78,,-0.57%
2022-06-20,108.84,108.97,109.17,106.84,,-0.09%
2022-06-21,110.65,110.58,112.47,108.72,28.46K,1.66%
2022-06-22,106.19,109.54,109.76,101.53,432.72K,-4.03%
2022-06-23,104.27,104.42,107.05,102.32,346.36K,-1.81%
2022-06-24,107.62,103.99,108.58,103.64,321.59K,3.21%
2022-06-27,109.57,107.22,110.54,105.6,282.91K,1.81%
2022-06-28,111.76,110.18,112.22,109.62,306.75K,2.00%
2022-06-29,109.78,111.86,114.05,109.22,322.06K,-1.77%
2022-06-30,105.76,109.7,110.45,105.1,362.89K,-3.66%
2022-07-01,108.43,106.01,109.34,104.56,305.34K,2.52%
2022-07-03,108.19,108.67,108.81,108.14,,-0.22%
2022-07-04,110.4,108.17,110.77,107.25,,2.04%
2022-07-05,99.5,108.8,111.45,97.43,594.22K,-9.87%
2022-07-06,98.53,100.36,102.14,95.1,444.11K,-0.97%
2022-07-07,102.73,98.22,104.48,96.57,379.86K,4.26%
2022-07-08,104.79,102.22,105.24,101.51,327.46K,2.01%
2022-07-11,104.09,104.79,105.05,100.89,348.57K,-0.67%
2022-07-12,95.84,103.46,103.49,95.35,398.55K,-7.93%
2022-07-13,96.3,95.89,97.96,93.67,347.19K,0.48%
2022-07-14,95.78,96.57,97,90.56,387.53K,-0.54%
2022-07-15,97.59,96.39,99.03,94.57,240.77K,1.89%
2022-07-18,102.6,97.27,102.8,95.85,84.67K,5.13%
2022-07-19,104.22,102,104.46,99.85,63.15K,1.58%
2022-07-20,102.26,103.6,104.39,101.51,28.96K,-1.88%
2022-07-21,96.35,99.91,99.99,94.59,318.91K,-5.78%
2022-07-22,94.7,96.51,97.95,94.23,307.57K,-1.71%
2022-07-25,96.7,95.1,96.94,93.01,279.00K,2.11%
2022-07-26,94.98,96.33,99,94.76,310.04K,-1.78%
2022-07-27,97.26,95.6,98.59,94.3,321.90K,2.40%
2022-07-28,96.42,98.17,99.84,96.04,318.40K,-0.86%
2022-07-29,98.62,97.3,101.88,96.41,349.37K,2.28%
2022-08-01,93.89,98.46,98.65,92.42,365.29K,-4.80%
2022-08-02,94.42,93.75,96.47,92.59,328.54K,0.56%
2022-08-03,90.66,93.83,96.57,90.38,395.10K,-3.98%
2022-08-04,88.54,90.95,91.9,87.55,334.93K,-2.34%
2022-08-05,89.01,88.06,90.76,87.01,350.02K,0.53%
2022-08-08,90.76,88.46,90.89,87.22,340.16K,1.97%
2022-08-09,90.5,90.69,92.65,89.05,347.05K,-0.29%
2022-08-10,91.93,90.51,92.43,87.66,383.77K,1.58%
2022-08-11,94.34,91.55,95.05,91.24,341.23K,2.62%
2022-08-12,92.09,94.09,94.81,91.16,264.95K,-2.38%
2022-08-15,89.41,91.94,92.1,86.82,275.44K,-2.91%
2022-08-16,86.53,87.93,90.65,85.73,305.37K,-3.22%
2022-08-17,88.11,87.1,89.16,85.88,230.35K,1.83%
2022-08-18,90.5,87.39,91.46,87.32,80.03K,2.71%
2022-08-19,90.77,90.39,92.09,88.38,58.71K,0.30%
2022-08-22,90.23,89.65,91.26,86.6,24.87K,-0.59%
2022-08-23,93.74,90.55,94.22,90.42,285.61K,3.89%
2022-08-24,94.89,93.78,95.4,92.79,320.39K,1.23%
2022-08-25,92.52,95.35,95.76,92.29,279.88K,-2.50%
2022-08-26,93.06,93.06,94.02,91.08,288.39K,0.58%
2022-08-29,97.01,92.96,97.37,92.29,283.46K,4.24%
2022-08-30,91.64,96.9,97.66,90.54,386.27K,-5.54%
2022-08-31,89.55,92.31,92.73,88.27,344.15K,-2.28%
2022-09-01,86.61,88.83,89.63,85.98,305.11K,-3.28%
2022-09-02,86.87,86.56,89.66,86.35,277.53K,0.30%
2022-09-04,88.25,86.91,88.28,86.91,,1.59%
2022-09-05,88.96,88.27,90.37,87.98,,0.80%
2022-09-06,86.88,86.84,90.39,86.18,420.26K,-2.34%
2022-09-07,81.94,86.93,87.76,81.5,380.78K,-5.69%
2022-09-08,83.54,81.91,84.25,81.2,342.76K,1.95%
2022-09-09,86.79,82.8,87.2,82.71,305.19K,3.89%
2022-09-12,87.78,86.25,89.1,85.16,275.10K,1.14%
2022-09-13,87.31,88.09,89.31,85.06,348.00K,-0.54%
2022-09-14,88.48,87.94,90.19,86.18,335.38K,1.34%
2022-09-15,85.1,88.91,89.15,84.53,235.36K,-3.82%
2022-09-16,85.11,85.16,86.59,84.27,87.83K,0.01%
2022-09-19,85.73,85.21,86.22,82.1,59.63K,0.73%
2022-09-20,84.45,85.61,86.45,83.52,26.23K,-1.49%
2022-09-21,82.94,84.25,86.68,82.49,339.68K,-1.79%
2022-09-22,83.49,83.07,86,82.4,303.49K,0.66%
2022-09-23,78.74,83.54,83.92,78.04,334.27K,-5.69%
2022-09-26,76.71,79.23,80.31,76.25,280.93K,-2.58%
2022-09-27,78.5,76.47,79.51,76.42,283.61K,2.33%
2022-09-28,82.15,78.08,82.34,76.55,324.68K,4.65%
2022-09-29,81.23,81.9,82.94,80.34,286.13K,-1.12%
2022-09-30,79.49,81.74,82.56,79.14,253.15K,-2.14%
2022-10-03,83.63,81.02,84.56,80.87,287.17K,5.21%
2022-10-04,86.52,83.22,86.98,83.22,302.55K,3.46%
2022-10-05,87.76,86.37,88.42,85.42,329.79K,1.43%
2022-10-06,88.45,88.08,89.07,87.04,235.30K,0.79%
2022-10-07,92.64,88.93,93.31,88,429.16K,4.74%
2022-10-10,91.13,93.48,93.64,90.54,289.51K,-1.63%
