Date,Value
2023-09-23,51.579423280000015
2023-09-22,45.99544893999999
2023-09-21,47.346400599999996
2023-09-20,47.37695079999997
2023-09-19,46.946532640000015
2023-09-18,46.80860926000001
2023-09-17,28.30720798
2023-09-16,26.700998639999987
2023-09-15,32.617964930000014
2023-09-14,30.89771388999999
2023-09-13,31.128702210000007
2023-09-12,31.02944450000001
2023-09-11,32.69725456000001
2023-09-10,47.06196051999999
2023-09-09,32.53049267
2023-09-08,35.854558870000005
2023-09-07,31.570128489999984
2023-09-06,30.25389769000001
2023-09-05,24.396894269999994
2023-09-04,22.27598471
2023-09-03,19.893148250000003
2023-09-02,23.261978410000008
2023-09-01,26.151917779999994
2023-08-31,26.540640230000005
2023-08-30,19.220988270000003
2023-08-29,21.151151059999997
2023-08-28,16.97295639999999
2023-08-27,13.471948680000006
2023-08-26,16.08579159
2023-08-25,18.035864400000005
2023-08-24,17.458467169999995
2023-08-23,19.329584130000004
2023-08-22,18.81110136
2023-08-21,16.57586188
2023-08-20,14.984985450000002
2023-08-19,16.69938239
2023-08-18,22.003224610000004
2023-08-17,18.939209790000007
2023-08-16,18.03889855
2023-08-15,18.262779829999996
2023-08-14,18.18730987
2023-08-13,13.482776360000004
2023-08-12,19.421388580000023
2023-08-11,23.465383479999996
2023-08-10,24.622762610000006
2023-08-09,27.088854349999995
2023-08-08,29.11310746000001
2023-08-07,22.68954626999999
2023-08-06,16.910309010000006
2023-08-05,21.106991330000007
2023-08-04,22.515295539999993
2023-08-03,23.240838740000015
2023-08-02,20.88584786
2023-08-01,18.480163580000003
2023-07-31,16.65975421
2023-07-30,17.13087238
2023-07-29,16.144255749999996
2023-07-28,20.358799059999992
2023-07-27,20.838440450000014
2023-07-26,18.818318629999997
2023-07-25,17.85638854
2023-07-24,26.448897810000005
2023-07-23,25.54846983
2023-07-22,45.952142629999976
2023-07-21,22.933509639999997
2023-07-20,22.75465362
2023-07-19,18.163703370000007
2023-07-18,19.088797509999996
2023-07-17,17.222962559999996
2023-07-16,15.430010310000005
2023-07-15,16.740640720000005
2023-07-14,22.677253869999998
2023-07-13,19.657573169999996
2023-07-12,19.291612770000004
2023-07-11,16.952263900000002
2023-07-10,16.245124030000007
2023-07-09,13.184168099999996
2023-07-08,14.740246059999992
2023-07-07,19.24955069
2023-07-06,19.723986130000004
2023-07-05,21.137034370000002
2023-07-04,23.040350609999997
2023-07-03,25.487702250000012
2023-07-02,23.794827149999985
2023-07-01,25.43994325
2023-06-30,34.70273145
2023-06-29,37.058475680000015
2023-06-28,29.874540860000003
2023-06-27,31.657187520000004
2023-06-26,32.38485323000001
2023-06-25,29.38484288000001
2023-06-24,33.74556082
2023-06-23,40.11549267
2023-06-22,44.425758519999995
2023-06-21,43.88821895000004
2023-06-20,37.16242618999999
2023-06-19,31.23665692999999
2023-06-18,30.49645309000001
2023-06-17,40.12883580000002
2023-06-16,45.62498799999998
2023-06-15,41.02129532999997
2023-06-14,39.86874709000001
2023-06-13,37.246010070000004
2023-06-12,42.50873274
2023-06-11,35.10920663000001
2023-06-10,49.633382409999996
2023-06-09,73.25776494999997
2023-06-08,69.54580716000001
2023-06-07,97.60233792999999
2023-06-06,82.9226323
2023-06-05,58.00114518999999
2023-06-04,38.491879260000026
2023-06-03,44.203660279999994
2023-06-02,74.86202740999998
2023-06-01,70.13588614000001
2023-05-31,68.62409598000004
2023-05-30,79.86678898999996
2023-05-29,71.13058148999998
2023-05-28,62.56858108
2023-05-27,62.085646120000014
2023-05-26,97.82995501000003
2023-05-25,91.86642855999999
2023-05-24,64.87007901999998
2023-05-23,69.74632323999997
2023-05-22,70.97206966
2023-05-21,71.45591598999998
2023-05-20,85.19281153999995
2023-05-19,116.54596239999998
2023-05-18,106.90014765000001
2023-05-17,93.11371895999997
2023-05-16,113.01084452000005
2023-05-15,89.81371373
2023-05-14,88.42138683000006
2023-05-13,108.78997678000006
2023-05-12,173.44342629
2023-05-11,194.37812240000002
2023-05-10,339.7677186100001
2023-05-09,440.26574468999996
2023-05-08,635.35380034
2023-05-07,403.91903786
2023-05-06,182.03461341000002
2023-05-05,134.96713092000002
2023-05-04,113.47645017000005
2023-05-03,124.19698519999992
2023-05-02,114.14121359000002
2023-05-01,69.26942018
2023-04-30,47.64650049999998
2023-04-29,42.83166169
2023-04-28,45.871623960000036
2023-04-27,41.764620980000004
2023-04-26,33.09136423999998
2023-04-25,26.715879630000018
2023-04-24,20.560218520000003
2023-04-23,13.67490748
2023-04-22,16.3903462
2023-04-21,24.09019709000002
2023-04-20,21.23996344000001
2023-04-19,20.905920229999992
2023-04-18,20.363491979999996
2023-04-17,20.837154240000007
2023-04-16,15.947947189999997
2023-04-15,21.196562720000006
2023-04-14,27.739714300000003
2023-04-13,25.93528788999999
2023-04-12,24.604784269999996
2023-04-11,31.058914180000006
2023-04-10,21.77457393999999
2023-04-09,16.906771399999997
2023-04-08,21.895544680000004
2023-04-07,27.01238270999999
2023-04-06,32.91813282999998
2023-04-05,32.05316881000001
2023-04-04,33.83075424999999
2023-04-03,27.705156450000015
2023-04-02,24.467191630000006
2023-04-01,31.523493039999998
2023-03-31,32.546841099999995
2023-03-30,27.52450894
2023-03-29,27.534690559999987
2023-03-28,28.01496872999999
2023-03-27,23.156554659999998
2023-03-26,21.867617579999987
2023-03-25,30.59583649
2023-03-24,44.3243801
2023-03-23,39.111121489999995
2023-03-22,35.35143002000001
2023-03-21,28.886597120000012
2023-03-20,29.662227979999997
2023-03-19,28.555729729999992
2023-03-18,34.92705099999999
2023-03-17,42.51131127999999
2023-03-16,33.40128666999999
2023-03-15,33.65361796
2023-03-14,37.16891206
2023-03-13,26.126984639999993
2023-03-12,21.36544776
2023-03-11,27.257424540000006
2023-03-10,43.94455142999999
2023-03-09,44.796256809999996
2023-03-08,26.25555846999999
2023-03-07,25.641506739999997
2023-03-06,24.02745285999999
2023-03-05,17.510876130000007
2023-03-04,20.186608340000006
2023-03-03,27.89011407
2023-03-02,23.938510730000015
2023-03-01,25.83815714
2023-02-28,25.81843208000001
2023-02-27,22.653527710000013
2023-02-26,15.062250590000007
2023-02-25,15.959074009999993
2023-02-24,18.53531737
2023-02-23,19.023104210000007
2023-02-22,18.450576930000008
2023-02-21,17.32064879
2023-02-20,17.877025799999995
2023-02-19,15.39227625
2023-02-18,19.94819627
2023-02-17,26.678259050000005
2023-02-16,31.270730969999995
2023-02-15,35.349028140000016
2023-02-14,25.814571790000006
2023-02-13,24.259215849999997
2023-02-12,18.812502770000002
2023-02-11,22.590634919999992
2023-02-10,26.862627800000002
2023-02-09,21.55106488000002
2023-02-08,18.393597170000007
2023-02-07,22.20210172999999
2023-02-06,18.42761143
2023-02-05,13.976726330000005
2023-02-04,20.355688760000003
2023-02-03,24.340816740000005
2023-02-02,21.857902910000007
2023-02-01,22.09847212999999
2023-01-31,18.615042980000005
2023-01-30,11.292110209999999
2023-01-29,8.463755600000002
2023-01-28,11.61323579
2023-01-27,14.302310940000005
2023-01-26,12.096030559999997
2023-01-25,12.9467282
2023-01-24,16.92996076
2023-01-23,14.924903609999998
2023-01-22,13.757078050000006
2023-01-21,16.32874344
2023-01-20,19.557875499999998
2023-01-19,16.2243167
2023-01-18,16.09240569999999
2023-01-17,12.94528909
2023-01-16,10.301662030000005
2023-01-15,7.979662749999998
2023-01-14,14.02600690000001
2023-01-13,16.624897999999995
2023-01-12,16.51553844000001
2023-01-11,12.423635660000004
2023-01-10,11.15949274
2023-01-09,10.866636119999995
2023-01-08,6.781967409999997
2023-01-07,8.396861959999994
2023-01-06,13.201948180000006
2023-01-05,14.271284650000005
2023-01-04,14.774281600000002
2023-01-03,12.727828579999997
2023-01-02,8.824292550000001
2023-01-01,7.112755269999999
2022-12-31,12.180264259999996
2022-12-30,21.794251199999998
2022-12-29,20.581819499999995
2022-12-28,20.678244829999993
2022-12-27,23.851985059999993
2022-12-26,17.542172259999997
2022-12-25,13.708164819999999
2022-12-24,17.63921588
2022-12-23,17.374282509999997
2022-12-22,17.139276409999997
2022-12-21,16.529144940000005
2022-12-20,18.05089091
2022-12-19,18.069058319999993
2022-12-18,11.580907439999999
2022-12-17,17.43271938
2022-12-16,16.566317870000002
2022-12-15,20.34853506
2022-12-14,15.09499795999999
2022-12-13,13.220870679999997
2022-12-12,12.61235304
2022-12-11,8.19227598
2022-12-10,12.258936410000002
2022-12-09,13.758093820000004
2022-12-08,14.875923830000003
2022-12-07,18.324438660000006
2022-12-06,22.499145849999998
2022-12-05,21.331829059999997
2022-12-04,16.896306259999992
2022-12-03,23.08110451000001
2022-12-02,28.777946439999994
2022-12-01,29.317239309999994
2022-11-30,27.12249692
2022-11-29,23.247694430000003
2022-11-28,22.940244020000005
2022-11-27,17.780746309999998
2022-11-26,23.656080399999993
2022-11-25,27.05300031
2022-11-24,27.963748599999995
2022-11-23,28.849842879999994
2022-11-22,26.78202381000001
2022-11-21,25.365681919999993
2022-11-20,19.441188710000002
2022-11-19,27.05581977
2022-11-18,43.728193619999985
2022-11-17,34.54296318999999
2022-11-16,35.522876789999984
2022-11-15,36.313109970000006
2022-11-14,22.849395859999998
2022-11-13,16.368784639999998
2022-11-12,16.182201490000004
2022-11-11,21.931110170000007
2022-11-10,24.337801560000006
2022-11-09,24.963782759999997
2022-11-08,21.878516740000006
2022-11-07,15.888307670000003
2022-11-06,13.763168760000001
2022-11-05,16.01921818999999
2022-11-04,19.657448959999996
2022-11-03,18.920827809999988
2022-11-02,16.72286641000001
2022-11-01,14.951825980000002
2022-10-31,15.408546639999997
2022-10-30,12.734305290000005
2022-10-29,14.665163750000003
2022-10-28,18.72427351
2022-10-27,17.359527899999996
2022-10-26,23.54978160000001
2022-10-25,16.798805109999993
2022-10-24,11.951984580000001
2022-10-23,7.755342119999997
2022-10-22,9.275672059999996
2022-10-21,11.793922260000006
2022-10-20,12.782906639999995
2022-10-19,16.729979620000012
2022-10-18,16.721900499999993
2022-10-17,13.04780993
2022-10-16,8.21248342
2022-10-15,9.297972970000002
2022-10-14,14.972679840000005
2022-10-13,14.791093839999995
2022-10-12,9.430387910000002
2022-10-11,8.843538890000007
2022-10-10,8.094368549999999
2022-10-09,5.9324118200000004
2022-10-08,6.680587199999998
2022-10-07,10.589537800000004
2022-10-06,10.175776840000001
2022-10-05,9.209774780000005
2022-10-04,10.254465289999999
2022-10-03,11.480007599999997
2022-10-02,9.031768799999998
2022-10-01,12.312377590000002
2022-09-30,16.583648199999992
2022-09-29,14.876380000000003
2022-09-28,14.034274380000005
2022-09-27,16.78181016000001
2022-09-26,14.465445650000003
2022-09-25,10.51389711
2022-09-24,11.208016030000003
2022-09-23,15.76017685
2022-09-22,12.921849560000002
2022-09-21,14.007190430000005
2022-09-20,14.740804660000006
2022-09-19,13.115112329999999
2022-09-18,12.176171550000005
2022-09-17,16.84695896
2022-09-16,19.074281950000003
2022-09-15,17.305996939999993
2022-09-14,17.119207890000002
2022-09-13,15.56089316
2022-09-12,12.97488111999999
2022-09-11,10.218868389999999
2022-09-10,12.414737120000003
2022-09-09,17.518217639999996
2022-09-08,15.388841480000002
2022-09-07,14.779833100000005
2022-09-06,15.29135514
2022-09-05,14.051682599999998
2022-09-04,10.468580169999997
2022-09-03,14.517866340000005
2022-09-02,18.277006289999996
2022-09-01,14.71813337
2022-08-31,13.0560369
2022-08-30,12.100508229999999
2022-08-29,11.008257659999996
2022-08-28,7.495430409999999
2022-08-27,8.786082980000005
2022-08-26,11.316776899999999
2022-08-25,10.89698816
2022-08-24,9.779415539999999
2022-08-23,11.490086569999997
2022-08-22,10.548105880000003
2022-08-21,7.9226078700000055
2022-08-20,9.04033101
2022-08-19,13.829029049999992
2022-08-18,14.945102959999998
2022-08-17,15.181718970000006
2022-08-16,11.793985050000002
2022-08-15,10.516783190000002
2022-08-14,7.940145240000001
2022-08-13,11.569899080000006
2022-08-12,17.287081850000003
2022-08-11,18.64861835
2022-08-10,19.064886800000007
2022-08-09,22.94095828
2022-08-08,15.522830250000007
2022-08-07,11.103388310000003
2022-08-06,13.550944609999997
2022-08-05,19.59420281
2022-08-04,17.5691281
2022-08-03,15.576572400000005
2022-08-02,15.17426654
2022-08-01,14.450534099999997
2022-07-31,10.946482859999996
2022-07-30,12.478252440000006
2022-07-29,15.169291159999998
2022-07-28,16.141326599999996
2022-07-27,12.14846598
2022-07-26,14.563572740000005
2022-07-25,12.659784689999997
2022-07-24,10.677899700000001
2022-07-23,13.450465029999998
2022-07-22,21.746582989999997
2022-07-21,24.191234770000005
2022-07-20,25.64368542000001
2022-07-19,26.684354779999996
2022-07-18,22.311000660000005
2022-07-17,15.801462510000006
2022-07-16,18.277772789999993
2022-07-15,26.064093880000005
2022-07-14,31.514266180000003
2022-07-13,23.022881029999997
2022-07-12,17.361912600000007
2022-07-11,15.348116379999997
2022-07-10,12.735425889999995
2022-07-09,15.831919260000001
2022-07-08,22.855290490000005
2022-07-07,24.384311449999995
2022-07-06,24.48460198999999
2022-07-05,19.729530310000005
2022-07-04,13.56007377999999
2022-07-03,9.999365670000007
2022-07-02,13.299660700000004
2022-07-01,18.099222100000002
2022-06-30,16.563506569999994
2022-06-29,13.474558510000005
2022-06-28,14.097814260000005
2022-06-27,14.389842699999999
2022-06-26,12.73963608
2022-06-25,13.383526020000001
2022-06-24,16.16066344
2022-06-23,14.806526529999994
2022-06-22,16.955184179999996
2022-06-21,16.311170560000004
2022-06-20,15.159494439999998
2022-06-19,12.867996820000004
2022-06-18,20.936404599999996
2022-06-17,21.809825089999997
2022-06-16,23.363162420000005
2022-06-15,25.76594979
2022-06-14,26.092143590000006
2022-06-13,28.14786917000001
2022-06-12,9.70808071
2022-06-11,11.279893399999999
2022-06-10,13.5712683
2022-06-09,10.072286050000002
2022-06-08,10.82665856
2022-06-07,11.78082081
2022-06-06,12.70170594
2022-06-05,9.452513969999998
2022-06-04,12.5750603
2022-06-03,18.093262669999994
2022-06-02,19.52585209
2022-06-01,18.81294327
2022-05-31,13.704035039999996
2022-05-30,13.33812083
2022-05-29,9.962765560000001
2022-05-28,11.820500789999995
2022-05-27,17.454313139999996
2022-05-26,17.62638696999999
2022-05-25,19.46775853999999
2022-05-24,16.170412349999996
2022-05-23,15.826691359999996
2022-05-22,11.647103809999999
2022-05-21,12.030804259999996
2022-05-20,17.100253079999995
2022-05-19,17.08973074
2022-05-18,16.539443690000002
2022-05-17,18.911246129999995
2022-05-16,21.013812750000007
2022-05-15,16.286009210000003
2022-05-14,25.599530440000013
2022-05-13,31.539118490000007
2022-05-12,29.659489130000015
2022-05-11,21.61481428
2022-05-10,17.440956460000006
2022-05-09,19.787603760000014
2022-05-08,12.239537570000005
2022-05-07,13.781268220000005
2022-05-06,16.961606970000002
2022-05-05,22.340750540000002
2022-05-04,12.61590688
2022-05-03,9.665812450000004
2022-05-02,10.650025110000001
2022-05-01,7.81516491
2022-04-30,10.461626430000004
2022-04-29,13.625224119999997
2022-04-28,11.27300063
2022-04-27,11.164919310000005
2022-04-26,11.307777759999992
2022-04-25,12.818948070000003
2022-04-24,6.721748970000001
2022-04-23,8.203158969999999
2022-04-22,10.968648280000002
2022-04-21,10.872591589999999
2022-04-20,8.896209129999994
2022-04-19,9.369770330000001
2022-04-18,8.516320940000004
2022-04-17,5.341647119999999
2022-04-16,6.426936649999999
2022-04-15,8.863154869999999
2022-04-14,11.061240960000003
2022-04-13,11.86276116
2022-04-12,10.714575820000004
2022-04-11,10.507280689999998
2022-04-10,6.82969558
2022-04-09,8.1504687
2022-04-08,11.471286850000002
2022-04-07,10.039681349999997
2022-04-06,10.290865589999996
2022-04-05,10.881241830000004
2022-04-04,12.551040040000004
2022-04-03,10.435895970000002
