Open_time,Open,High,Low,Close,Volume,quote_av,trades,tb_base_av,tb_quote_av,VIX,Bitcoin_TransactionFee,volatility,GoogleTrend,DowJones,EuroStoxx50,Nasdaq,OilWTI,SPX,TradePermin,Dominance,Gold,MCHI
2018-01-03,0.926806903526058,0.4421194461588825,0.9085336214173572,0.5371106917871253,0.042290094922421785,0.027597027451285748,0.019345379645640995,0.0481978386859891,0.03148607359504907,0.0,1.0,1.0,0.5862924560569756,0.5471946399928206,0.5709922963685676,0.5828320383360205,0.5339318790609305,0.5760377044061281,0.5352245170389659,0.1305271707052853,0.5351811181883448,0.5755993387160023
2018-01-04,0.5642299801325141,0.48669882803495496,0.42572888721864843,1.0,0.05823688529276266,0.03702760188985021,0.02031322756127681,0.06999358266132098,0.044503667641559205,0.0019397899874024627,1.0,1.0,0.574566606935836,0.5732589532477267,0.7147408967433042,0.5140078973746086,0.5141899240161608,0.5470044715818343,0.5901656232497908,0.1305271707052853,0.4890437721637576,0.5592507952145371
2018-01-05,0.5366899542402053,1.0,0.7023259843468295,0.5241323743345115,0.06388719989669724,0.04398266837916406,0.023228349975259514,0.07393074044158617,0.050875764342683906,0.0019397899874024627,1.0,1.0,0.551114908693557,0.6059434306493842,0.6381317538344291,0.5819880630502775,0.4935720892160369,0.5838158982003546,0.6210190188646554,0.1305271707052853,0.5322710040156837,0.5680485584647259
2018-01-06,1.0,0.48606311550791315,0.903921901741249,0.25738054383889364,0.050127656463327154,0.03658911049529737,0.01876065695834008,0.06009672577945783,0.04383480871460654,0.01025317564769862,1.0,0.9072786083606023,0.5159373613301385,0.49264123287155287,0.5298465614642937,0.5261450014355248,0.5122489824017594,0.5180180158114629,0.41925853646790606,0.1305271707052853,0.5322710040156837,0.5680485584647259
2018-01-07,0.5237216263534841,0.48311276543230264,0.3890763865738965,0.15409118135826594,0.03225704284964164,0.02391628365568754,0.013875360015572737,0.03509604455027774,0.026173866659194484,0.01025317564769862,1.0,0.9110162593601016,0.48075981396672,0.49264123287155287,0.5298465614642937,0.5261450014355248,0.5122489824017594,0.5180180158114629,0.426732880194324,0.07253359266768455,0.5322710040156837,0.5680485584647259
2018-01-08,0.2751004286074981,0.26849082813781233,0.0,0.3465174515079997,0.0737337841703337,0.047334466847343805,0.025244710520488822,0.07635652364260212,0.049443314045689676,0.01025317564769862,1.0,0.9111092015395249,0.551114908693557,0.49264123287155287,0.5298465614642937,0.5261450014355248,0.5122489824017594,0.5180180158114629,0.6624254123079194,0.07253359266768455,0.5343171740318285,0.5481290719339955
2018-01-09,0.1368436878948145,0.24400247522196533,0.8909354170097958,0.651309267770555,0.03761346143243237,0.024461894949090523,0.01855661511410262,0.03546215593406438,0.023335741709405573,0.025771495546918155,1.0,0.9148009798057694,0.5159373613301385,0.5483042163169543,0.5212279923087325,0.5047763244670387,0.532662135287263,0.5136153100888328,0.5216730906226429,0.07253359266768455,0.36838300060534274,0.5078933575920552
2018-01-10,0.3466207503306814,0.3202419386608567,0.22947895077424602,0.0008027528616440516,0.046715855604918484,0.028568134623870412,0.01917671706191129,0.04544577627256108,0.028012401208716974,0.018566561307994833,1.0,0.8747682075179942,0.5393890595724175,0.4908418202881192,0.45205028418688065,0.4812410214236112,0.5189193357925143,0.4840314484039486,0.6140795118986252,0.07253359266768455,0.619060008748045,0.46661082287455136
2018-01-11,0.6605167256295414,0.5000429949489973,0.0,0.6630088530486952,0.09417924230993928,0.05348716269915428,0.02920384274909131,0.0921166161374871,0.05259370215048868,0.02022923844005403,1.0,0.915449888500714,0.598018305178115,0.5974407443643108,0.446356218608697,0.5804363531464943,0.5107695663695871,0.5838136726858034,0.7225042941482185,0.07253359266768455,0.5412976709653523,0.5260422188679993
2018-01-12,0.0,0.20902635346909426,0.903215549087188,0.6468497150483887,0.043793915479521175,0.025923985541239643,0.015700029294778206,0.04300804514209769,0.025650693529927198,0.027988398389663827,1.0,0.9203793574788527,0.4924856630878595,0.6075238808659024,0.5605647750315312,0.5668705304047003,0.5164334443338591,0.5803349365326492,0.49571345136532563,0.07253359266768455,0.5475182994981868,0.6435368914221573
2018-01-13,0.6657503838981108,0.6621881465870425,0.9032188142591311,0.266919542382595,0.03145847458552655,0.019843621143030087,0.01430891677161324,0.027969628178456808,0.01794812368389075,0.06955532669114467,1.0,0.9233644519768635,0.4221305683610224,0.4939606766176295,0.49552831384026225,0.44223425832726543,0.5054947838359086,0.45448251203248086,0.43030960102941657,0.07253359266768455,0.5475182994981868,0.6435368914221573
2018-01-14,0.6429870111040992,0.413284272972009,0.14419268657166506,0.5169210409662959,0.0455600995209397,0.026417163282237806,0.018004441346468846,0.04401964535622306,0.025735331434319563,0.06955532669114467,1.0,0.9105107316967828,0.3986788701187434,0.4939606766176295,0.49552831384026225,0.44223425832726543,0.5054947838359086,0.45448251203248086,0.4639842605553263,0.0,0.5475182994981868,0.6435368914221573
2018-01-15,0.2677532732400618,0.46450786543342104,0.6897805200092408,0.0,0.038604524979159956,0.023229865700358635,0.01710362104801318,0.038950021856012415,0.02359588382518198,0.06955532669114467,1.0,0.878695764734657,0.4104047192398829,0.4939606766176295,0.49552831384026225,0.44223425832726543,0.5153106273856213,0.45448251203248086,0.4484940508825979,0.0,0.6695347503342917,0.6435368914221573
2018-01-16,0.5024520839737449,0.24780264802423685,0.0,0.5316289882425932,0.18192935176459912,0.087384367821102,0.0522102682720749,0.17449762904264068,0.08431771244002892,0.06955532669114467,1.0,0.9900669252652671,0.7856318911163472,0.4939606766176295,0.5347280013335967,0.44223425832726543,0.48517249688334274,0.45448251203248086,1.0,0.0,0.4195893381761569,0.42130645985638293
2018-01-17,0.0,0.0,0.49644546486581276,0.48482217475993256,0.20818586328368563,0.09009101386435076,0.06495323464768665,0.20441556608842157,0.08884534945821573,0.07648314807472484,1.0,0.9910655224624455,1.0,0.6511035718276174,0.4655786130938276,0.6032055775282146,0.5109680248078248,0.612984424558782,1.0,0.0,0.5198534879393701,0.640082033899871
2018-01-18,0.5246500017139192,0.5803055625157405,1.0,0.7025283504927431,0.1380145724446567,0.0651365171344703,0.04897711846909157,0.13583017966462393,0.06432268449843216,0.0850736465903642,1.0,0.9761723707429463,0.7856318911163472,0.4532475420762443,0.5273434351734285,0.4925998183829801,0.5054926297253072,0.47785557444728083,0.8837274928373337,0.0,0.44658739537402564,0.5191720268341251
