,Open_time,price,rate,vol
30,2017-09-16 09:00:00,3714.95,0.004040540540540491,1.1514162704738398
31,2017-09-17 09:00:00,3699.99,-0.0040269720992207264,1.1431207750440493
32,2017-09-18 09:00:00,4035.01,0.0905461906653803,1.187357672156035
33,2017-09-19 09:00:00,3910.04,-0.030971422623487982,1.191689262098537
34,2017-09-20 09:00:00,3900.0,-0.0025677486675328037,1.1900501253530091
35,2017-09-21 09:00:00,3609.99,-0.07436153846153852,1.2184397901125787
36,2017-09-22 09:00:00,3595.87,-0.003911368175535082,1.2163034530904704
37,2017-09-23 09:00:00,3780.0,0.05120596684529755,1.2174484694181262
38,2017-09-24 09:00:00,3660.02,-0.03174074074074074,1.221624756571053
39,2017-09-25 09:00:00,3920.75,0.07123731564308393,1.2478989041563664
40,2017-09-26 09:00:00,3882.35,-0.009794044506790816,1.2481353787544214
41,2017-09-27 09:00:00,4193.0,0.08001596970906799,1.2786504651493478
42,2017-09-28 09:00:00,4174.5,-0.00441211543047937,1.2683329625975321
43,2017-09-29 09:00:00,4174.69,4.551443286611566e-05,1.2681455134655497
44,2017-09-30 09:00:00,4378.51,0.048822786841657854,1.2731337232425675
45,2017-10-01 09:00:00,4378.48,-6.851645879683919e-06,1.2702835767371918
46,2017-10-02 09:00:00,4380.0,0.0003471524364620683,1.2419714025271011
47,2017-10-03 09:00:00,4310.0,-0.01598173515981735,1.2431639399162546
48,2017-10-04 09:00:00,4208.59,-0.02352900232018558,1.2024943121487996
49,2017-10-05 09:00:00,4292.43,0.01992116124402713,1.1833122269820753
50,2017-10-06 09:00:00,4369.0,0.01783838059094725,1.1672810578505295
51,2017-10-07 09:00:00,4423.0,0.012359807736324101,1.1667986749945805
52,2017-10-08 09:00:00,4640.0,0.04906172281257065,1.1352385367225233
53,2017-10-09 09:00:00,4786.95,0.03167025862068962,1.138535167257338
54,2017-10-10 09:00:00,4783.06,-0.000812625993586609,1.131492788160817
55,2017-10-11 09:00:00,4821.43,0.008022061190953049,1.1306444892826064
56,2017-10-12 09:00:00,5430.0,0.12622188852684776,1.203311879925091
57,2017-10-13 09:00:00,5649.98,0.0405119705340699,1.1852144255908639
58,2017-10-14 09:00:00,5869.99,0.038939960849418975,0.926668435772286
59,2017-10-15 09:00:00,5709.99,-0.02725728663932988,0.7951521321049376
60,2017-10-16 09:00:00,5760.02,0.00876183671074742,0.7944748720651986
61,2017-10-17 09:00:00,5595.0,-0.02864920607914563,0.8066555329584497
62,2017-10-18 09:00:00,5512.06,-0.014823949955317176,0.7646235993705855
63,2017-10-19 09:00:00,5683.9,0.03117527748246558,0.7521028567740692
64,2017-10-20 09:00:00,6010.01,0.05737433804254132,0.765157642555479
65,2017-10-21 09:00:00,6024.97,0.002489180550448341,0.6956430547370751
66,2017-10-22 09:00:00,5950.02,-0.012439895966286939,0.6996236021486233
67,2017-10-23 09:00:00,5915.93,-0.0057293925062437,0.6933115609577387
68,2017-10-24 09:00:00,5477.03,-0.0741895188076939,0.7438063030057159
