Open_time,Open,High,Low,Close,Volume,quote_av,trades,tb_base_av,tb_quote_av,VIX,Bitcoin_TransactionFee,volatility,GoogleTrend,DowJones,EuroStoxx50,Nasdaq,OilWTI,SPX,TradePermin,Dominance,Gold
2018-01-03,0.9269258373138755,0.4421239664804399,0.9085686677702551,0.5692269914368507,0.0422988388872968,0.027602743469753263,0.019349548179774204,0.048207806455626466,0.0314926278457381,0.0,1.0,1.0,0.5862192942727646,0.5472337563845606,0.5710346031150318,0.5828484716019815,0.5339208711424049,0.5760663959208644,0.5353152573956815,0.1305271707052853,0.5352155529356223
2018-01-04,0.5642771045375713,0.4867136126514169,0.42584725205998847,0.5370846179391543,0.058248926440467905,0.037035271210634255,0.020317604646864988,0.07000805799729211,0.044512931679941865,0.0019400345495502735,1.0,1.0,0.5744949083873092,0.5733035535410063,0.7148140899901096,0.5140077010608227,0.5141743955969298,0.5470262555263521,0.5902656781566012,0.1305271707052853,0.48906827594966795
2018-01-05,0.5367316242654249,1.0,0.7023966163255693,1.0,0.06390040931211435,0.043991778264101826,0.02323335521017884,0.0739460300190845,0.05088635481889845,0.0019400345495502735,1.0,1.0,0.5510461366163988,0.6059949077191276,0.6381884864804884,0.5820042923913639,0.4935518397376936,0.5838464402985286,0.6211243045634697,0.1305271707052853,0.5323048123673422
2018-01-06,1.0,0.48607775375310264,0.9039577439469737,0.5241037007124656,0.0501380209344447,0.03659668899380305,0.01876469949667868,0.06010915435166898,0.04384393352098653,0.010254468333337041,1.0,0.9073745359576048,0.5158729789600327,0.4926688712891614,0.5298800274446438,0.5261477377401059,0.5122330095469131,0.5180329033149322,0.41932961630065674,0.1305271707052853,0.5323048123673422
2018-01-07,0.5237607279647729,0.48312672436651977,0.38920107660373415,0.25729843536322516,0.032263712365285115,0.023921237302209488,0.013878349872215253,0.03510330274476939,0.02617931510239486,0.010254468333337041,1.0,0.9111125821431861,0.4806998213036669,0.4926688712891614,0.5298800274446438,0.5261477377401059,0.5122330095469131,0.5180329033149322,0.4268052272048558,0.07253359266768455,0.5323048123673422
2018-01-08,0.2750902900890397,0.2684553708898246,0.0,0.15398838229556505,0.07374902948061426,0.04734427097161504,0.025250150239916162,0.07637231489504683,0.04945360633806375,0.010254468333337041,1.0,0.9112055341494917,0.5510461366163988,0.4926688712891614,0.5298800274446438,0.5261477377401059,0.5122330095469131,0.5180329033149322,0.6625377179222864,0.07253359266768455,0.5343514228170432
2018-01-09,0.13680616723873923,0.24396137958992026,0.8909735003167388,0.3464531986459359,0.0376212384493957,0.024466961605038386,0.018560613685591882,0.03546948984385851,0.023340599358636308,0.025774744729739063,1.0,0.9148977027516424,0.5158729789600327,0.5483435661622771,0.5212596064627798,0.5047738975816001,0.5326508366235903,0.513629150103064,0.5217615335112347,0.07253359266768455,0.3683815324278844
2018-01-10,0.34662477661374896,0.32021839698095655,0.22963118282297484,0.6513060698075601,0.0467255146468588,0.02857405178235354,0.019180849252703087,0.04545517488961998,0.028018232367669496,0.018568902117123864,1.0,0.8748606977534169,0.5393217507309434,0.4908690801113892,0.45206703449321095,0.4812329078388058,0.5189048903110786,0.48403824984265637,0.6141836210942759,0.07253359266768455,0.6191124982404139
2018-01-11,0.6605829198962363,0.5000608520276311,0.0,0.0006692475626503547,0.09419871495449644,0.05349824119702159,0.029210135580638192,0.09213566672636131,0.0526046502386178,0.020231788873881218,1.0,0.9155466800564397,0.5979436801582199,0.5974904324786364,0.4463717454613174,0.5804522075568772,0.510753254758969,0.5838442142544842,0.7226267853557258,0.07253359266768455,0.5413334222870443
2018-01-12,0.0,0.20897720466957176,0.9032515131894711,0.6630079987083312,0.043802970376640576,0.025929355031862025,0.015703412330376705,0.04301693961326523,0.025656033067587715,0.027991927072082257,1.0,0.9204766702329282,0.4924242071891222,0.607575690460554,0.5606048412717194,0.5668831069836715,0.5164184296345283,0.5803646504424056,0.49579749313466476,0.07253359266768455,0.5475553897963688
